userId,itemId,rating
1300,1377,1.0
1300,1722,2.5
1300,1876,2.0
1300,1947,4.0
1300,2023,1.0
1300,2150,3.5
1300,2420,3.5
1300,2890,2.0
1300,3252,3.0
1300,4018,2.0
1300,5464,3.0
1566,353,3.0
1566,480,4.0
1566,848,3.0
1566,1973,1.0
1566,2316,2.0
1566,2706,4.0
1566,2916,4.0
1566,2986,3.0
1566,3039,4.0
2183,352,2.0
2183,356,3.0
2183,724,4.0
2183,810,1.0
2183,1097,3.0
2183,2340,5.0
2183,3005,2.0
2183,3052,4.0
2183,3253,3.0
2183,3994,2.0
2183,3996,5.0
2183,3998,5.0
2183,3999,3.0
2183,4011,3.0
2183,4015,5.0
2183,4018,3.0
2183,4023,4.0
2183,4027,2.0
2183,4033,4.0
2183,4034,5.0
2183,4052,4.0
2183,4056,4.0
2183,4153,4.0
2395,2,3.0
2395,10,3.0
2395,17,5.0
2395,31,3.0
2395,47,3.0
2395,110,3.0
2395,150,4.0
2395,168,2.0
2395,185,3.0
2395,186,3.0
2395,196,2.0
2395,204,3.0
2395,208,4.0
2395,293,4.0
2395,315,2.0
2395,349,4.0
2395,350,3.0
2395,367,3.0
2395,377,3.0
2395,380,3.0
2395,410,2.0
2395,420,3.0
2395,432,3.0
2395,434,3.0
2395,442,3.0
2395,457,4.0
2395,480,4.0
2395,500,3.0
2395,509,4.0
2395,553,3.0
2395,588,3.0
2395,589,3.0
2395,590,3.0
2395,592,3.0
2395,593,4.0
2435,111,5.0
2435,161,5.0
2435,260,5.0
2435,527,5.0
2435,590,3.0
2435,750,4.0
2435,908,4.0
2435,912,5.0
2435,920,5.0
2435,924,4.0
2435,969,5.0
2435,1204,5.0
2435,1210,4.0
2435,1242,5.0
2435,1247,4.0
2435,1250,5.0
2435,1262,5.0
2435,1270,5.0
2435,1927,5.0
2435,1944,5.0
2435,1960,5.0
2435,1976,2.0
2435,2028,5.0
2435,2396,4.0
2435,2670,4.0
2435,2739,5.0
2435,2894,4.0
2435,2944,4.0
2435,3546,3.0
2435,5060,5.0
3004,10,4.0
3004,110,3.0
3004,150,5.0
3004,161,4.0
3004,208,3.0
3004,292,4.0
3004,296,1.0
3004,318,4.0
3004,329,3.0
3004,349,5.0
3004,356,5.0
3004,454,5.0
3004,457,5.0
3004,480,5.0
3004,588,4.0
3004,590,5.0
3004,592,3.0
3004,593,5.0
3004,595,4.0
3042,480,3.0
3042,2571,5.0
3042,91805,3.0
3103,28,4.0
3103,468,4.5
3103,674,2.0
3103,1030,2.5
3103,1635,3.0
3103,2020,3.0
3103,2108,3.0
3103,2369,2.0
3103,2761,3.5
3103,3258,4.0
3103,3479,3.0
3103,4232,3.5
3103,4321,2.5
3103,4973,4.0
3103,5617,4.5
3103,50872,4.5
3462,111,5.0
3462,307,2.5
3462,308,5.0
3462,798,1.0
3462,915,3.5
3462,922,5.0
3462,1084,5.0
3462,1248,5.0
3462,1464,3.5
3462,1476,3.0
3462,1702,2.0
3462,2059,3.0
3462,2076,4.5
3462,2720,2.0
3462,3821,2.0
3462,3988,2.0
3462,4020,3.0
3462,4639,2.0
3462,4848,5.0
3462,4914,2.0
3462,6711,5.0
3462,38061,4.5
3462,41569,3.0
3757,1,2.0
3757,10,4.0
3757,21,3.0
3757,34,5.0
3757,47,2.0
3757,150,3.0
3757,153,5.0
3757,161,5.0
3757,165,3.0
3757,185,4.0
3757,208,3.0
3757,225,5.0
3757,231,5.0
3757,253,3.0
3757,288,2.0
3757,292,3.0
3757,296,5.0
3757,317,3.0
3757,329,5.0
3757,339,5.0
3757,344,5.0
3757,349,5.0
3757,356,5.0
3757,380,5.0
3757,410,2.0
3757,434,4.0
3757,457,5.0
3757,494,5.0
3757,588,5.0
3757,590,5.0
3757,592,5.0
3757,593,5.0
3757,595,5.0
3757,733,5.0
3757,736,5.0
3914,457,5.0
3914,899,3.0
3914,1221,4.0
3914,1617,4.0
3914,1860,2.0
3914,1952,5.0
3917,110,4.0
3917,208,2.0
3917,253,3.0
3917,292,3.0
3917,296,3.0
3917,300,3.0
3917,356,3.0
3917,380,3.0
3917,454,3.0
3917,457,3.0
3917,480,3.0
3917,500,4.0
3917,587,3.0
3917,589,3.0
3917,590,4.0
3917,593,3.0
4297,111,4.5
4297,207,4.0
4297,296,5.0
4297,318,5.0
4297,381,3.5
4297,527,5.0
4297,593,5.0
4297,613,3.5
4297,899,5.0
4297,905,5.0
4297,914,4.5
4297,915,4.0
4297,916,5.0
4297,919,4.0
4297,920,5.0
4297,923,5.0
4297,926,3.5
4297,969,4.0
4297,1186,4.5
4297,1203,4.5
4297,1219,4.0
4297,1221,5.0
4297,1249,2.0
4297,1252,5.0
4297,1321,1.5
4297,1569,4.0
4297,1801,3.0
4297,1909,3.5
4297,1957,4.0
4297,2144,3.0
4297,2186,5.0
4297,2324,4.0
4297,2366,3.0
4297,2571,4.5
4297,2858,5.0
4297,2959,5.0
4297,3089,5.0
4297,3624,1.0
4297,4993,5.0
4297,6016,5.0
4297,7153,5.0
4297,58559,4.0
4297,99114,4.0
4402,44,2.0
4402,849,3.5
4402,1129,4.0
4402,1212,4.0
4402,1282,5.0
4402,1513,4.0
4402,1962,4.0
4402,2105,3.5
4402,2145,4.5
4402,2335,2.5
4402,2686,3.5
4402,3033,4.5
4402,3745,4.5
4402,3755,2.5
4402,48394,5.0
4402,49272,4.0
4402,69324,5.0
4794,34,4.0
4794,162,4.0
4794,246,5.0
4794,356,3.0
4794,1193,5.0
4794,1256,4.0
4794,1304,3.0
4794,1307,2.0
4794,1310,5.0
4794,1394,5.0
4794,1421,1.0
4794,1537,2.0
4794,1627,3.0
4794,1856,5.0
4794,1961,3.0
4794,2003,3.0
4794,2064,3.0
4794,2134,3.0
4794,2289,3.0
4794,2858,5.0
4794,2863,5.0
4794,2997,4.0
4794,3072,4.0
4794,3114,4.0
4794,3182,4.0
4794,3362,4.0
4794,3424,5.0
4794,3521,4.0
4794,3556,3.0
4794,3679,5.0
4794,3897,4.0
4794,3925,5.0
4794,3996,3.0
4794,4085,3.0
4794,4641,5.0
4794,4642,3.0
4794,4734,2.0
4794,4886,3.0
4794,4979,5.0
4794,5013,1.0
4794,5060,3.0
4794,5239,5.0
4794,5288,3.0
4794,5292,5.0
4796,1,3.5
4796,141,5.0
4796,318,1.5
4796,356,5.0
4796,480,3.0
4796,527,4.0
4796,953,2.0
4796,1196,0.5
4796,1198,1.0
4796,1210,0.5
4796,1270,4.0
4796,1682,3.5
4796,2571,2.5
4796,7153,4.0
4796,50872,4.0
4796,109487,2.0
4796,115617,3.0
4981,260,1.0
4981,920,2.0
4981,1956,2.0
4981,2686,3.0
4981,3045,3.0
5234,47,3.5
5234,110,4.0
5234,150,4.0
5234,260,4.0
5234,318,4.5
5234,356,4.5
5234,480,3.5
5234,778,3.5
5234,1089,4.0
5234,1265,4.0
5234,1961,3.5
5234,2010,4.0
5234,2028,4.0
5234,2324,4.0
5234,2329,4.0
5234,2355,3.0
5234,2529,3.5
5234,2571,4.0
5234,2762,3.5
5234,2959,4.0
5234,3147,4.0
5234,3462,4.0
5234,3578,3.5
5234,3949,3.5
5234,4022,3.5
5234,4878,3.5
5234,4886,3.0
5234,4973,1.5
5234,4993,4.5
5234,5014,3.0
5234,5218,3.5
5234,5502,4.0
5234,5669,4.0
5234,5952,4.5
5234,6016,4.0
5234,6502,4.0
5234,6874,3.5
5234,7143,4.0
5234,7153,4.5
5234,7387,3.5
5234,7438,3.5
5234,8644,3.5
5234,8874,4.0
5234,44195,3.5
5234,47610,4.0
5234,48043,4.0
5234,48774,3.5
5234,49286,3.5
5234,58559,5.0
5234,60069,4.0
5234,68157,3.0
5234,68358,3.5
5234,68954,4.0
5234,70286,4.0
5234,72641,4.0
5234,76093,4.0
5234,76251,4.0
5234,79132,4.0
5234,81591,4.0
5234,81845,3.5
5234,85414,4.0
5234,86377,0.5
5234,89745,4.0
5234,91529,5.0
5234,96079,3.5
5234,96610,4.0
5234,97304,4.0
5234,97938,4.0
5234,98961,3.0
5234,99114,4.5
5234,99145,4.0
5234,102194,3.0
5234,104374,4.0
5234,106100,4.0
5234,106487,2.5
5234,106782,4.0
5234,109374,5.0
5234,109487,4.0
5234,112852,4.0
5234,115210,4.0
5234,115617,4.0
5234,115713,3.5
5234,117444,3.0
5254,2560,4.0
5254,2571,4.0
5254,2574,1.0
5254,2586,4.0
5254,2605,1.0
5254,2617,3.0
5254,2628,1.0
5254,2671,1.0
5254,2672,3.0
5254,2676,3.0
5254,2683,3.0
5362,260,4.5
5362,1196,5.0
5362,1210,5.0
5362,56174,4.0
5362,58559,5.0
5362,109487,5.0
5362,115713,3.5
5362,134130,5.0
5424,356,4.0
5424,480,2.0
5424,858,4.0
5424,1556,2.0
5424,2023,5.0
5424,2028,5.0
5424,2273,3.0
5424,2355,5.0
5424,3826,3.0
5424,4052,3.0
5457,1,5.0
5457,480,3.0
5457,593,4.0
5457,2571,2.0
5480,150,4.0
5480,153,4.0
5480,165,4.0
5480,296,4.0
5480,344,1.0
5480,349,3.0
5480,380,4.0
5480,588,4.0
5480,590,4.0
5480,592,3.0
5535,1183,4.0
5535,1446,5.0
5535,1617,5.0
5535,1721,5.0
5580,1,3.0
5580,16,5.0
5580,32,2.0
5580,110,5.0
5580,260,5.0
5580,485,3.0
5580,529,5.0
5580,553,4.0
5580,589,3.0
5580,733,4.0
5580,750,3.0
5580,788,3.0
5580,1036,4.0
5580,1049,4.0
5580,1060,2.0
5580,1073,3.0
5580,1193,4.0
5580,1196,5.0
5580,1203,3.0
5580,1208,4.0
5580,1210,4.0
5580,1213,4.0
5580,1222,4.0
5580,1240,3.0
5580,1242,4.0
5580,1259,4.0
5580,1262,5.0
5580,1263,5.0
5580,1285,3.0
5580,1287,5.0
5580,1380,4.0
5580,1479,3.0
5580,1527,3.0
5580,1552,5.0
5580,1640,3.0
5580,1954,5.0
5580,1997,4.0
5580,2028,5.0
5580,2236,4.0
5580,2268,3.0
5580,2571,5.0
5580,2572,3.0
5580,2762,3.0
5580,2841,3.0
5580,2858,2.0
5580,2890,3.0
5580,3147,4.0
5580,3178,4.0
5580,3252,5.0
5580,3408,3.0
5580,3527,3.0
5580,3578,4.0
5580,3753,4.0
5580,3793,3.0
5580,3825,4.0
5580,3916,4.0
5580,3949,2.0
5580,3955,3.0
5580,3977,3.0
5580,3979,3.0
5580,3980,4.0
5580,3997,4.0
5580,3999,4.0
5580,4018,4.0
5580,4019,4.0
5580,4022,4.0
5580,4025,4.0
5580,4027,3.0
5580,4034,2.0
5580,4052,3.0
5580,4310,4.0
5580,4343,4.0
5580,4367,4.0
5603,6,5.0
5603,7,3.0
5603,9,3.0
5603,25,2.0
5603,66,3.0
5603,79,3.0
5603,95,3.0
5603,141,3.0
5603,628,3.0
5603,648,4.0
5603,662,4.0
5603,733,3.0
5603,736,5.0
5603,737,3.0
5603,780,4.0
5603,788,3.0
5603,832,4.0
5603,1061,2.0
5690,1416,4.0
5690,1422,2.0
5690,1584,4.0
5690,1588,4.0
5690,1612,5.0
5690,1613,5.0
5693,29,3.0
5693,282,2.5
5693,362,4.0
5693,903,4.0
5693,1120,4.0
5693,1466,4.0
5693,1663,4.0
5693,1729,4.5
5693,2021,2.0
5693,2541,3.0
5693,2947,4.5
5693,3421,4.5
5693,3755,2.0
5693,3994,2.0
5693,8961,4.5
6044,10,2.0
6044,110,3.0
6044,165,3.0
6044,185,2.0
6044,292,3.0
6044,296,2.0
6044,316,3.0
6044,356,2.0
6044,364,2.0
6044,377,3.0
6044,420,5.0
6044,454,3.0
6044,586,3.0
6044,587,3.0
6044,589,4.0
6044,590,3.0
6044,593,3.0
6054,50,2.5
6054,110,4.0
6054,593,4.0
6054,750,4.5
6054,1201,3.5
6054,1287,4.5
6054,1387,3.0
6054,2028,4.0
6054,3578,4.5
6054,4226,2.5
6054,4993,4.5
6054,5952,4.5
6054,6016,3.5
6054,7153,4.5
6054,31410,4.0
6054,44555,4.5
6054,48780,4.0
6054,58559,5.0
6054,63082,4.5
6054,64614,3.0
6054,67255,4.0
6054,80906,3.5
6054,81845,3.5
6054,92259,4.5
6054,96829,4.5
6054,105844,3.5
6054,111622,3.0
6054,112290,3.5
6054,112552,4.0
6054,112556,4.0
6054,116797,3.0
6054,127319,4.0
6111,1,3.0
6111,2,3.0
6111,5,4.0
6111,10,3.0
6111,11,4.0
6111,17,5.0
6111,21,4.0
6111,25,3.0
6111,35,4.0
6111,43,4.0
6111,58,5.0
6111,62,4.0
6111,125,3.0
6111,141,4.0
6111,150,4.0
6111,153,3.0
6111,161,3.0
6111,208,3.0
6111,253,3.0
6111,296,3.0
6111,300,4.0
6111,316,3.0
6111,329,3.0
6111,339,3.0
6111,344,3.0
6111,380,3.0
6111,588,3.0
6111,590,4.0
6111,592,3.0
6111,595,4.0
6111,608,3.0
6111,628,3.0
6111,661,4.0
6111,708,4.0
6111,745,5.0
6203,290,5.0
6203,347,5.0
6203,357,3.0
6203,509,5.0
6203,515,5.0
6203,665,5.0
6203,1173,5.0
6203,1206,5.0
6203,1249,5.0
6203,1274,4.0
6203,1277,5.0
6203,1617,5.0
6395,260,5.0
6395,1198,5.0
6395,2414,4.0
6395,2893,2.0
6395,3763,4.0
6441,2085,3.0
6441,2154,3.0
6441,2599,4.0
6441,2916,4.0
6441,3101,4.0
6445,412,4.5
6445,428,5.0
6445,1233,4.5
6445,1345,4.0
6445,1687,3.5
6445,2001,3.0
6445,2278,3.5
6445,2366,4.5
6445,2622,3.0
6445,2950,3.0
6445,4446,4.0
6445,5013,2.0
6445,6383,3.5
6445,37741,4.0
6445,56782,3.5
6504,2,3.0
6504,6,3.0
6504,10,3.0
6504,11,3.0
6504,17,1.0
6504,19,3.0
6504,21,3.0
6504,25,4.0
6504,32,3.0
6504,34,3.0
6504,36,5.0
6504,39,3.0
6504,44,2.0
6504,47,4.0
6504,48,3.0
6504,50,5.0
6504,62,4.0
6504,95,2.0
6504,105,2.0
6504,110,5.0
6504,141,1.0
6504,150,4.0
6504,151,2.0
6504,153,3.0
6504,158,3.0
6504,160,1.0
6504,161,4.0
6504,165,3.0
6504,168,3.0
6504,172,1.0
6504,173,3.0
6504,185,1.0
6504,186,1.0
6504,193,2.0
6504,196,3.0
6504,204,2.0
6504,208,2.0
6504,224,3.0
6504,225,3.0
6504,231,3.0
6504,235,1.0
6504,236,2.0
6504,237,2.0
6504,252,3.0
6504,253,2.0
6504,256,2.0
6504,261,3.0
6504,265,3.0
6504,266,2.0
6504,282,2.0
6504,288,3.0
6504,292,3.0
6504,293,1.0
6504,296,3.0
6504,300,3.0
6504,315,3.0
6504,316,3.0
6504,317,3.0
6504,318,4.0
6504,329,4.0
6504,333,5.0
6504,337,3.0
6504,339,2.0
6504,344,4.0
6504,349,4.0
6504,350,4.0
6504,353,3.0
6504,355,2.0
6504,356,5.0
6504,357,2.0
6504,364,4.0
6504,367,3.0
6504,368,3.0
6504,370,4.0
6504,377,4.0
6504,380,3.0
6504,410,1.0
6504,420,3.0
6504,432,4.0
6504,434,1.0
6504,435,4.0
6504,440,2.0
6504,442,1.0
6504,454,1.0
6504,457,4.0
6504,474,4.0
6504,480,4.0
6504,485,1.0
6504,497,3.0
6504,500,3.0
6504,508,3.0
6504,515,1.0
6504,527,4.0
6504,539,3.0
6504,551,2.0
6504,553,3.0
6504,555,1.0
6504,585,3.0
6504,586,4.0
6504,587,3.0
6504,588,3.0
6504,589,4.0
6504,590,2.0
6504,592,4.0
6504,593,4.0
6504,595,3.0
6504,597,3.0
6504,608,4.0
6504,736,1.0
6504,780,5.0
6587,916,4.5
6587,1225,4.5
6587,1831,0.5
6587,2059,0.5
6587,2427,3.5
6587,2723,3.5
6587,2770,3.5
6587,2858,4.0
6587,2915,4.0
6587,3210,5.0
6587,3483,2.5
6587,3809,5.0
6587,4149,3.5
6587,4677,3.0
6587,5957,2.5
6587,33794,5.0
6587,45447,4.5
6587,58559,5.0
6587,58998,4.0
6587,59900,4.5
6615,296,5.0
6615,327,1.5
6615,480,3.0
6615,743,3.5
6615,1210,4.0
6615,1665,3.5
6615,2072,4.0
6615,2338,1.5
6615,2382,1.0
6615,2513,3.5
6615,2571,4.5
6615,2794,2.5
6615,2944,4.0
6615,3697,2.5
6615,3868,4.5
6615,4008,4.0
6615,4306,4.0
6615,5500,4.0
6615,5952,2.0
6615,7017,2.5
6615,7153,2.0
6615,55830,3.5
6615,72998,2.5
6722,210,4.0
6722,260,5.0
6722,389,3.0
6722,1369,4.0
6722,1845,5.0
6722,2550,3.0
6722,2639,2.0
6722,3208,5.0
6722,3397,4.0
6722,5338,2.0
6827,1096,4.0
6827,1291,4.0
6827,1610,4.0
6827,2115,4.0
6827,2565,4.0
6827,2882,3.5
6827,3578,3.5
6827,3826,4.0
6827,3864,4.0
6827,3999,3.5
6827,4368,2.5
6827,5418,4.0
6827,5479,4.0
6827,6378,3.0
6827,6550,3.0
6827,6947,3.5
6827,7445,4.0
6827,8361,4.5
6827,8665,4.0
6827,26547,3.0
6827,27801,3.5
6827,27821,4.5
6827,41997,4.0
6827,44191,4.5
6827,46322,3.0
6827,49272,4.0
6827,54286,4.0
6827,59369,4.0
6827,64575,3.5
6827,64622,3.5
6827,64983,4.0
6827,65514,3.5
6827,68486,3.5
6827,68554,4.0
6827,74458,3.5
6827,79293,4.0
6827,81782,3.5
6827,81834,4.0
6827,81845,4.5
6880,356,4.5
6880,377,4.0
6880,778,2.0
6880,920,3.5
6880,1089,4.0
6880,1208,5.0
6880,1721,2.5
6880,1722,4.0
6880,1732,4.0
6880,1909,4.0
6880,2019,4.0
6880,2571,4.5
6880,2692,4.0
6880,2959,3.0
6880,3262,4.0
6880,3949,3.0
6880,4002,4.0
6880,4226,3.5
6880,4369,2.5
6880,4848,4.0
6880,4973,3.5
6880,5618,4.0
6880,5782,3.5
6880,5971,3.5
6880,6016,4.5
6880,6874,5.0
6880,7153,4.0
6880,7158,3.5
6880,7371,3.0
6880,7438,3.5
6880,30707,3.5
6880,44191,3.0
6880,48783,4.0
6880,49272,3.5
6880,50068,5.0
6880,58301,5.0
6880,58306,4.0
6880,63113,4.0
6880,72998,4.5
6880,74727,3.5
6880,79132,4.5
6880,86504,4.0
6880,94864,4.0
6880,96079,3.5
6880,97752,3.5
6880,107412,4.0
6880,109487,5.0
6880,113573,3.5
6880,125916,4.0
6880,134029,4.0
6946,318,4.5
6946,527,4.0
6946,145839,3.5
6946,148956,4.0
6946,152017,4.5
7006,356,4.5
7006,2028,5.0
7006,2571,4.0
7006,3147,4.0
7006,96821,5.0
7167,194,4.0
7167,527,4.0
7167,541,4.0
7167,858,4.0
7167,924,4.0
7167,930,4.0
7167,1206,4.0
7167,1213,4.0
7167,1214,3.0
7167,1221,4.0
7167,1270,3.0
7167,1296,3.0
7167,1587,1.0
7167,2401,4.0
7167,2533,4.0
7167,2571,4.0
7167,3148,4.0
7167,3484,2.0
7167,4973,4.0
7167,5128,3.0
7167,6016,4.0
7167,6305,4.0
7167,6979,3.0
7167,7151,4.0
7167,27611,4.0
7167,60674,3.0
7167,67255,3.0
7167,70286,4.0
7167,71379,1.0
7185,376,4.0
7185,480,4.0
7185,590,5.0
7185,858,3.0
7185,899,4.0
7185,900,4.0
7185,902,4.0
7185,914,5.0
7185,918,4.0
7185,919,5.0
7185,920,4.0
7185,940,4.0
7185,952,4.0
7185,955,4.0
7185,1019,4.0
7185,1028,4.0
7185,1035,5.0
7185,1196,4.0
7185,1197,3.0
7185,1204,4.0
7185,1287,5.0
7185,1303,3.0
7185,1721,4.0
7185,1947,4.0
7185,1959,4.0
7185,1961,5.0
7185,2565,4.0
7185,3101,3.0
7185,3199,4.0
7185,3259,5.0
7185,3392,2.0
7185,3469,5.0
7254,838,3.5
7254,1100,4.5
7254,1271,5.0
7254,1441,4.0
7254,1569,1.5
7254,2134,3.0
7254,2459,1.0
7254,2643,2.5
7254,2694,2.5
7254,2713,0.5
7254,3259,4.0
7254,4025,3.5
7254,4220,3.0
7254,4951,5.0
7254,72641,3.5
7275,356,4.0
7275,2571,4.0
7275,4993,4.0
7275,5952,4.5
7275,7153,4.0
7275,8368,3.5
7275,40815,4.0
7275,50872,4.0
7275,58559,4.5
7275,68954,3.5
7275,69844,3.5
7275,78499,3.0
7275,91529,4.5
7275,109487,4.0
7275,115617,4.5
7275,116797,4.0
7275,119145,4.5
7275,122920,4.5
7275,134130,5.0
7275,134853,4.0
7455,111,5.0
7455,246,5.0
7455,247,5.0
7455,523,5.0
7455,527,5.0
7455,608,5.0
7455,837,4.0
7455,903,5.0
7455,922,5.0
7455,923,5.0
7455,1034,5.0
7455,1041,3.0
7455,1104,5.0
7455,1176,4.0
7455,1193,5.0
7455,1198,3.0
7455,1199,3.0
7455,1228,4.0
7455,1230,5.0
7455,1244,5.0
7455,1247,5.0
7455,1252,5.0
7455,1254,4.0
7455,1544,3.0
7455,1588,3.0
7455,1594,4.0
7455,1670,5.0
7455,2010,3.0
7455,2020,5.0
7455,2028,4.0
7455,2132,5.0
7455,2160,3.0
7455,2166,4.0
7455,2357,5.0
7455,2599,4.0
7455,2677,5.0
7455,2908,5.0
7455,2973,5.0
7455,3019,5.0
7455,3044,3.0
7455,3260,5.0
7455,3262,2.0
7455,3424,5.0
7690,480,4.0
7690,747,3.0
7690,1073,3.0
7690,1198,5.0
7690,1702,4.0
7690,4161,5.0
7690,4232,4.0
7690,4270,5.0
7690,4306,5.0
7690,4310,4.0
7854,261,4.5
7854,372,4.5
7854,830,4.5
7854,1042,3.5
7854,1088,2.5
7854,1293,5.0
7854,1499,2.5
7854,1678,3.5
7854,1801,3.0
7854,2336,4.5
7854,2420,4.0
7854,2805,4.5
7854,3105,5.0
7854,3617,3.0
7854,3949,5.0
7906,150,3.0
7906,153,3.0
7906,165,2.0
7906,296,4.0
7906,316,1.0
7906,318,4.0
7906,329,3.0
7906,349,3.0
7906,380,3.0
7906,588,3.0
7906,590,3.0
7906,592,3.0
7906,595,3.0
8077,158,3.0
8077,673,2.5
8077,1907,2.5
8077,8360,3.5
8077,60069,4.5
8222,52,4.0
8222,265,5.0
8222,535,3.0
8222,899,4.0
8222,908,5.0
