indice,CIE DL,CIE Da,CIE Db,CIE DC,CIE DH,y,KNeighbors,RedesNeuronales,SVC,GaussianNB,RandomF,XGBoost
30,-0.5584718270631752,0.138384089308925,-0.1671920449112868,0.034545262852986,0.4201857277919513,3.0,1,1,1,1,1,1
207,0.3809390865997568,0.2014560187737884,0.0407438567626169,-0.1333781569885112,0.5254686000887413,3.0,1,1,1,1,1,1
316,0.0830770895846808,0.138384089308925,0.0704489855731747,-0.1753590119488855,0.4622988767106673,,1,1,1,1,1,1
68,-1.2687581276375872,0.2435039717503641,-0.0483715296690561,-0.0494164470677626,0.5465251745480993,1.0,1,1,1,1,1,1
869,0.1289020122023848,-0.9128147351054652,-0.0780766584796137,0.6362708506183512,-0.0641154847732822,,4,4,4,3,4,4
1144,-0.3178909833202292,-0.6815509937342995,2.328038775175559,-2.092484721805979,-1.7275848670625629,,8,8,8,8,8,8
650,-0.6157529803353051,0.0122402303791981,0.6496989973790497,-0.7490973630740013,0.3991291533325933,,2,2,2,2,2,2
317,-0.1575037541582651,0.0963361363323494,0.0853015499784535,-0.1893526302690103,0.4201857277919513,,1,1,1,1,1,1
722,1.400543614843671,0.2224799952620762,0.4417630957051459,0.9721176903013456,-0.1483417826107141,,3,3,3,3,3,3
403,-1.314583050255291,0.0753121598440615,0.0110387279520592,-0.1333781569885112,0.3991291533325933,,1,1,1,1,1,1
102,-1.0510897452034933,0.2014560187737884,-0.2117497381271234,0.090519736133485,0.4833554511700254,1.0,1,1,1,1,1,1
571,0.1403582428568108,-0.4082392993865579,0.2338271940312419,-0.3852632867507571,-0.0851720592326402,,2,2,2,2,1,2
691,0.2663767800554968,0.3906718071683787,1.0804233651321362,-1.1269250577173702,0.841317216979111,,2,2,2,2,2,2
432,0.3465703946364788,-0.071855675573953,-0.2266023025324022,0.0765261178133603,0.2096199831983715,,1,1,1,1,1,1
1161,-0.0314852169595791,-0.2190235109919677,2.922141351386713,-2.7361911645317187,-1.580188845847057,,8,8,8,8,8,8
669,0.6673448529604068,0.4537437366332421,0.3377951448681939,-0.4272441417111314,0.7992040680603951,,2,2,2,2,2,2
543,0.4153077785630348,-0.071855675573953,0.6794041261896074,-0.7770845997142509,0.2938462810358034,,2,2,2,2,2,2
570,0.2434643187466448,-0.1349276050388164,0.2635323228417996,-0.3852632867507571,0.1885634087390135,,2,2,2,2,2,2
172,0.0601646282758288,-0.071855675573953,0.0853015499784535,-0.2173398669092599,0.2517331321170875,1.0,1,1,1,1,1,1
555,-0.6042967496808791,-0.5343831583162848,1.6151156837221743,-1.672676172202236,-0.0641154847732822,,2,2,2,8,2,8
237,-0.7646839788428432,0.2224799952620762,-0.0483715296690561,-0.0494164470677626,0.5254686000887413,,1,1,1,1,1,1
507,-0.0773101395772831,0.2224799952620762,-0.2117497381271234,0.090519736133485,0.5044120256293834,,1,1,1,1,1,1
883,0.6444323916515547,1.2106068902116032,0.426910531299867,-0.3572760501105076,-1.7275848670625629,,4,4,4,4,4,4
1002,0.4611327011807389,0.0332642068674859,-0.7464420567171618,0.2724367742951071,-0.6958127185540217,,5,5,5,3,5,5
514,-1.4749702794172552,0.3275998777035153,0.322942580462915,-0.3712696684306323,0.7360343446823211,,1,1,1,1,1,1
492,-1.0167210532402151,-0.1979995345036799,-0.3305702533693542,0.1744814460542337,0.0622239619828656,,1,1,1,1,1,1
811,-0.3866283672467852,-0.1559515815271042,0.9318977210793478,0.6782517055787255,-1.664415143684489,,4,4,4,4,4,4
340,-0.0200289863051531,0.1594080657972128,-0.1820446093165657,0.0625324994932355,0.4412423022513093,,1,1,1,1,1,1
119,-1.3718642035274211,0.3696478306800909,-0.0780766584796137,-0.0074355921073883,0.6939211957636051,3.0,1,1,1,1,1,1
621,1.0339442339020388,-0.3872153228982702,1.5408528616957802,-1.6027080806016123,0.0832805364422236,,2,2,2,2,2,2
979,0.4267640092174609,-1.3543182413595094,-1.2514292464966426,-0.7351037447538765,-1.0327179099037491,,5,5,5,5,5,5
664,1.3890873841892448,-0.3661913464099823,0.2338271940312419,-0.3712696684306323,-0.0430589103139242,,2,2,2,2,2,2
426,-0.5355593657543232,0.2014560187737884,-0.2860125601535176,0.1604878277341089,0.4622988767106673,,1,1,1,1,1,1
1019,0.9537506193210568,5.100042540544847,0.4566156601104247,3.8268158276068,-0.337850952744936,,5,5,5,5,5,5
983,-1.0510897452034933,0.895247242887286,-0.2414548669376811,0.9581240719812208,-0.2325680804481461,,5,4,5,4,5,5
273,-0.8334213627693993,0.5168156660981056,0.1001541143837323,-0.1333781569885112,0.883430365897827,,1,1,1,1,1,1
9,-0.2720660607025251,0.138384089308925,-0.0335189652637772,-0.0774036837080121,0.4412423022513093,4.0,1,1,1,1,1,1
1179,-1.7957447377411833,0.1804320422855006,-0.152339480506008,0.4963346674171034,0.1675068342796556,,9,1,9,1,9,9
783,1.1485065404462986,-0.4502872523631336,-0.731589492311883,0.4123729574963549,0.4201857277919513,,3,3,3,3,3,3
590,0.5413263157617209,-0.3451673699216945,0.9616028498899054,-1.0569569661167462,0.0622239619828656,,2,2,2,2,2,2
578,0.1747269348200888,0.1594080657972128,0.3972054024893093,-0.4972122333117553,0.5044120256293834,,2,2,2,1,2,2
1009,-0.8677900547326771,-3.835147466977471,-3.107999797156498,-2.7361911645317187,-3.0330924835427577,,5,7,5,7,5,5
992,-0.5011906737910452,-1.7537737946369776,-2.008910031165864,-1.1689059126777444,-2.0013203350342166,,5,5,5,5,5,5
440,-0.5813842883720272,-0.3031194169451189,-0.3305702533693542,0.1604878277341089,-0.0430589103139242,,1,1,1,1,1,1
277,-1.0854584371667713,0.3486238541918031,-0.1374869161007291,0.0485388811731107,0.6307514723855312,,1,1,1,1,1,1
53,-0.3980845979012112,0.2435039717503641,-0.152339480506008,0.034545262852986,0.5254686000887413,4.0,1,1,1,1,1,1
406,-1.5666201246526632,0.2855519247269397,0.0258912923573381,-0.1053909203482617,0.6096948979261733,,1,1,1,1,1,1
1139,-0.2949785220113771,0.1173601128206372,1.956724665043588,-1.952548538604732,-0.7379258674727377,,8,8,8,8,8,8
630,1.2516126163361327,-0.1559515815271042,0.3823528380840304,-0.4972122333117553,0.1675068342796556,,2,2,2,2,2,2
631,1.2516126163361327,-0.4082392993865579,0.426910531299867,-0.5531867065922544,-0.0641154847732822,,2,2,2,2,2,2
418,-0.3522596752835071,0.3906718071683787,-0.1671920449112868,0.0765261178133603,0.6939211957636051,,1,1,1,1,1,1
262,-0.8219651321149732,0.579887595562969,0.0555964211678958,-0.0774036837080121,0.9466000892759008,,1,1,1,1,1,1
314,-0.6959465949162872,0.3275998777035153,0.2189746296259631,-0.273314340189759,0.7149777702229632,,1,1,1,1,1,1
761,0.6329761609971287,-0.3661913464099823,-0.3008651245587965,0.2024686826944832,0.0201108130641497,,3,1,3,3,3,3
897,0.2778330107099228,-0.3661913464099823,-1.5336279701969409,-0.3152951951501333,1.5151275996785665,,4,4,4,6,4,4
825,0.3007454720187749,-0.5343831583162848,-0.0038138364532195,0.4543538124567291,-0.337850952744936,,4,1,4,3,3,4
196,-0.3408034446290811,0.2224799952620762,0.2338271940312419,-0.3152951951501333,0.5886383234668152,1.0,1,1,1,1,1,1
1091,1.079769156519743,-1.8588936770784168,0.12985924319429,-0.5531867065922544,1.2624487061662706,,5,6,6,6,6,6
283,-0.4897344431366192,0.2224799952620762,0.1892695008154054,-0.2593207218696342,0.5886383234668152,,1,1,1,1,1,1
49,-1.0167210532402151,-0.1979995345036799,-0.3305702533693542,0.1744814460542337,0.0622239619828656,6.0,1,1,1,1,1,1
456,-0.3522596752835071,-0.2400474874802555,-0.4196856398010273,0.2444495376548576,0.0201108130641497,,1,1,1,1,1,1
623,0.839188312776797,-0.4923352053397092,1.5111477328852223,-1.5747208439613627,-0.0430589103139242,,2,2,2,2,2,2
94,-1.314583050255291,0.2014560187737884,-0.3157176889640753,0.1884750643743585,0.4622988767106673,1.0,1,1,1,1,1,1
988,1.377631153534819,-0.1559515815271042,-1.919794644734191,-0.1053909203482617,-2.2750558030058707,,5,5,5,5,5,5
1015,0.8850132353945007,3.880651904224155,-0.0335189652637772,2.931224255118813,-0.6958127185540217,,5,5,5,5,4,4
678,1.079769156519743,-0.2400474874802555,0.1447118075995689,-0.2873079585098837,0.0832805364422236,,2,2,2,2,2,2
289,-0.0658539089228571,0.1173601128206372,0.0258912923573381,-0.1333781569885112,0.4412423022513093,,1,1,1,1,1,1
369,-0.0543976782684311,0.0542881833557738,-0.0186664008584984,-0.1053909203482617,0.3570160044138775,,1,1,1,1,1,1
752,1.2287001550272807,0.2224799952620762,-0.5385061550432579,0.4683474307768539,-0.4431338250417259,,3,5,5,3,5,5
926,1.022488003247613,-1.1440784764766314,-0.4790958974221426,0.5802963773378521,0.5465251745480993,,4,4,4,3,4,4
1029,1.1943314630640027,0.2014560187737884,-1.8603843871130756,0.1325005910938594,-2.2539992285465127,,5,5,5,5,5,5
1039,0.7360822368869628,0.6219355485395446,0.6794041261896074,1.0001049269415951,1.0939961104914069,,5,2,5,4,5,5
750,0.7017135449236848,0.0542881833557738,-0.3602753821799118,0.3284112475756062,-0.29573780382622,,3,3,3,3,3,3
1164,-2.2081690413005197,1.2106068902116032,-0.0929292228848926,1.182021965103217,0.1253936853609396,,9,9,9,9,9,9
562,-0.2606098300480992,-0.0508316990856652,1.303211831211319,-1.3648165691594911,0.3991291533325933,,2,2,2,2,2,2
415,-1.0969146678211972,0.0542881833557738,-0.0038138364532195,-0.1193845386683865,0.3570160044138775,,1,1,1,1,1,1
660,0.7017135449236848,0.1804320422855006,0.0258912923573381,-0.147371775308636,0.4833554511700254,,2,2,2,1,2,1
1076,0.7475384675413889,-1.165102452964919,0.5754361753526555,0.0625324994932355,1.4940710252192084,,6,6,6,6,6,6
350,0.1632707041656629,0.0963361363323494,-0.0186664008584984,-0.1053909203482617,0.3991291533325933,,1,1,1,1,1,1
1087,0.5069576237984428,-0.9969106410586166,-0.0929292228848926,-0.1333781569885112,0.5886383234668152,,6,4,6,2,6,6
365,-0.6042967496808791,0.138384089308925,-0.2117497381271234,0.090519736133485,0.4201857277919513,,1,1,1,1,1,1
526,-0.2376973687392471,0.138384089308925,-0.3751279465851907,0.2304559193347328,0.3780725788732355,,1,1,1,1,1,1
533,0.0601646282758288,0.0332642068674859,-0.3008651245587965,0.1604878277341089,0.2938462810358034,,1,1,1,1,1,1
185,-0.5355593657543232,0.1173601128206372,0.2189746296259631,-0.3152951951501333,0.4622988767106673,3.0,1,1,1,1,1,1
849,-0.0200289863051531,0.4537437366332421,0.4714682245157036,0.090519736133485,-1.411736250172193,,4,4,4,4,4,4
1114,0.4496764705263129,-1.4594381238009484,-3.4644613428831903,-2.8761273477329667,0.3991291533325933,,7,7,7,7,7,7
985,0.8506445434312226,-0.9758866645703288,-0.9098202651752292,-0.4132505233910066,-0.6747561440946637,,5,5,2,5,5,5
878,0.1747269348200888,0.2855519247269397,-0.152339480506008,-0.1053909203482617,-0.5694732717978738,,4,4,4,2,4,4
460,0.3580266252909048,-0.3031194169451189,-0.6276215414749311,0.4403601941366044,-0.0641154847732822,,1,1,1,3,1,3
336,0.2778330107099228,0.138384089308925,-0.0632240940743349,-0.0494164470677626,0.4412423022513093,,1,1,1,1,1,1
347,-0.4439095205189152,0.1804320422855006,-0.0186664008584984,-0.0913973020281369,0.4833554511700254,,1,1,1,1,1,1
238,-0.3293472139746551,0.2645279482386519,0.1001541143837323,-0.1893526302690103,0.6307514723855312,,1,1,1,1,1,1
176,-0.1002226008861351,0.1173601128206372,0.2783848872470784,-0.3712696684306323,0.4833554511700254,3.0,1,1,1,1,1,1
698,2.030636300837101,-1.3753422178477972,-0.835557443148835,0.902149598700722,0.6096948979261733,,3,3,3,4,3,4
253,-0.5241031350998971,0.2435039717503641,-0.1820446093165657,0.0625324994932355,0.5254686000887413,,1,1,1,1,1,1
731,1.583843305314487,-0.4923352053397092,-0.924672829580508,0.5942899956579769,0.5254686000887413,,3,3,3,3,3,3
36,-0.1002226008861351,0.2645279482386519,-0.3899805109904695,0.2584431559749824,0.5044120256293834,2.0,1,1,1,1,1,1
647,0.6673448529604068,-0.2190235109919677,-0.0186664008584984,-0.1333781569885112,0.0832805364422236,,2,2,2,2,2,2
824,0.1059895508935328,-0.3872153228982702,0.7239618194054439,0.6922453238988503,-1.306453377875403,,4,4,4,4,4,4
306,-0.2720660607025251,0.3275998777035153,0.1595643720048477,-0.2313334852293846,0.6939211957636051,,1,1,1,1,1,1
805,1.400543614843671,0.138384089308925,-0.2117497381271234,0.4403601941366044,-0.2536246549075041,,3,3,3,3,3,3
95,-1.3947766648362732,0.3065759012152274,-0.3008651245587965,0.1884750643743585,0.5675817490074573,8.0,1,1,1,1,1,1
484,-0.6042967496808791,-0.2610714639685433,-0.3008651245587965,0.1325005910938594,-0.0009457613952082,,1,1,1,1,1,1
837,0.7475384675413889,-0.8076948526640263,0.2189746296259631,0.706238942218975,-0.4852469739604418,,4,4,4,3,4,4
771,1.8587928410207104,-0.3872153228982702,-0.6721792346907677,0.342404865895731,0.3570160044138775,,3,3,3,3,3,3
93,-1.0167210532402151,0.1173601128206372,-0.2266023025324022,0.1045133544536098,0.3991291533325933,2.0,1,1,1,1,1,1
215,-0.7532277481884173,0.4327197601449543,0.0258912923573381,-0.0774036837080121,0.7781474936010371,6.0,1,1,1,1,1,1
520,-1.4520578181084032,0.3486238541918031,0.4566156601104247,-0.4832186149916306,0.8202606425197531,,1,1,1,1,1,1
933,0.7017135449236848,0.3275998777035153,1.7190836345591265,0.7902006521397237,-2.8646398878678943,,4,4,4,4,4,4
727,1.641124458586617,-0.1349276050388164,0.0704489855731747,0.5523091406976026,-0.0851720592326402,,3,3,3,3,3,3
541,0.4496764705263129,-0.4713112288514214,0.9467502854846266,-1.0429633477966216,-0.0851720592326402,,2,2,2,2,2,2
1133,-1.8988508136310172,-0.2820954404568311,1.7636413277749627,-1.6866697905223609,-1.0327179099037491,,8,8,8,8,8,8
135,-1.3718642035274211,0.3906718071683787,0.0853015499784535,-0.147371775308636,0.7570909191416791,4.0,1,1,1,1,1,1
668,1.0568566952108909,0.4537437366332421,0.3675002736787515,-0.4412377600312562,0.8202606425197531,,1,2,2,2,2,2
649,1.2630688469905589,-0.4502872523631336,1.362622088832434,-1.434784660760115,-0.0009457613952082,,2,2,2,2,2,2
409,-1.1541958210933272,0.2014560187737884,-0.0038138364532195,-0.1053909203482617,0.5044120256293834,,1,1,1,1,1,1
938,0.0372521669669768,-0.0508316990856652,-1.6524484854391714,-0.5531867065922544,1.5151275996785665,,4,4,4,6,4,4
866,1.0110317725931868,-0.9338387115937532,1.4368849108588284,1.3499453849447145,-1.8960374627374263,,4,4,4,4,4,4
70,-0.4897344431366192,0.1804320422855006,-0.152339480506008,0.034545262852986,0.4622988767106673,1.0,1,1,1,1,1,1
467,0.3923953172541828,-0.2190235109919677,-0.835557443148835,0.6362708506183512,0.0201108130641497,,1,2,1,3,1,1
834,-0.6615779029530092,0.685007478004408,1.7636413277749627,0.6222772322982265,-3.096262206920832,,4,4,4,4,4,4
261,-0.3178909833202292,0.4116957836566666,0.2041220652206842,-0.2453271035495094,0.7992040680603951,,1,1,1,1,1,1
594,0.4840451624895909,0.0753121598440615,0.0853015499784535,-0.2033462485891351,0.3780725788732355,,2,2,2,1,2,1
141,-1.9675881975575733,0.3275998777035153,0.3675002736787515,-0.3992569050708819,0.7570909191416791,1.0,1,1,1,1,1,1
820,-0.0200289863051531,-0.3031194169451189,0.90219259226879,0.7482197971793494,-1.559132271387699,,4,4,4,4,4,4
475,-1.440601587453977,-0.0928796520622408,-0.3305702533693542,0.1744814460542337,0.1675068342796556,,1,1,1,1,1,1
728,0.4955013931440168,0.0122402303791981,-0.3602753821799118,0.3144176292554814,-0.274681229366862,,3,1,3,3,3,3
473,-1.0969146678211972,-0.0928796520622408,-0.3602753821799118,0.2024686826944832,0.1464502598202976,,1,1,1,1,1,1
444,-0.2491535993936731,-0.2400474874802555,-0.3751279465851907,0.216462301014608,0.0201108130641497,,1,1,1,1,1,1
228,-0.3293472139746551,0.1594080657972128,0.12985924319429,-0.2313334852293846,0.5044120256293834,1.0,1,1,1,1,1,1
0,0.0028834750036988,-0.0508316990856652,-0.152339480506008,0.0065580262127364,0.2306765576577295,8.0,2,1,1,1,1,1
840,0.9995755419387607,-0.3451673699216945,0.8427823346476747,0.7342261788592246,-1.4749059735502672,,4,4,4,4,4,4
551,1.320350000262689,-0.1349276050388164,-0.0483715296690561,-0.0913973020281369,0.1675068342796556,,2,2,2,2,2,2
911,-1.5551638939982373,1.5890384670007838,-0.1968971737218445,-0.8750399279551242,-1.1380007822005394,,4,4,4,4,4,4
1075,1.0339442339020388,-3.9402673494189098,-1.4593651481705463,-2.4843060347694728,0.2517331321170875,,6,6,6,6,6,6
747,0.7819071595046668,-0.4502872523631336,-0.1374869161007291,0.3563984842158558,0.0411673875235076,,3,3,3,3,3,3
686,0.3465703946364788,0.138384089308925,0.8724874634582325,-0.9450080195557482,0.5465251745480993,,2,2,2,2,2,2
434,0.3351141639820529,-0.6815509937342995,-0.5236535906379791,0.342404865895731,-0.4220772505823679,,1,1,1,3,3,5
573,0.1059895508935328,-0.2610714639685433,0.1595643720048477,-0.3013015768300085,0.0411673875235076,,1,1,2,2,1,1
386,-0.6042967496808791,0.3486238541918031,-0.1077817872901714,0.0205516445328612,0.6518080468448892,,1,1,1,1,1,1
974,0.5756950077249989,-0.7025749702225873,-1.518775405791662,-0.3712696684306323,-1.580188845847057,,5,5,5,5,5,5
