,multiclase1,ova_7,ova_8,ova_6,ova_9,ova_5,ova_3,ova_4,ova_2,ova_1
54,1,0,0,0,0,0,0,0,0,1
2887,6,0,0,1,0,0,0,0,0,0
2688,6,0,0,1,0,0,0,0,0,0
2674,6,0,0,1,0,0,0,0,0,0
308,1,0,0,0,0,0,0,0,0,1
3717,8,0,1,0,0,0,0,0,0,0
3905,8,0,1,0,0,0,0,0,0,0
1834,4,0,0,0,0,0,0,1,0,0
2281,5,0,0,0,0,1,0,0,0,0
1470,3,0,0,0,0,0,1,0,0,0
4417,9,0,0,0,1,0,0,0,0,0
1599,3,0,0,0,0,0,1,0,0,0
2563,5,0,0,0,0,1,0,0,0,0
2882,6,0,0,1,0,0,0,0,0,0
3753,8,0,1,0,0,0,0,0,0,0
3906,8,0,1,0,0,0,0,0,0,0
1044,8,0,1,0,0,0,0,0,0,0
1254,2,0,0,0,0,0,0,0,1,0
1835,4,0,0,0,0,0,0,1,0,0
2784,6,0,0,1,0,0,0,0,0,0
728,3,0,0,0,0,0,1,0,0,0
3142,7,1,0,0,0,0,0,0,0,0
3426,7,1,0,0,0,0,0,0,0,0
361,1,0,0,0,0,0,0,0,0,1
173,1,0,0,0,0,0,0,0,0,1
2411,5,0,0,0,0,1,0,0,0,0
44,1,0,0,0,0,0,0,0,0,1
3411,7,1,0,0,0,0,0,0,0,0
3913,8,0,1,0,0,0,0,0,0,0
2133,4,0,0,0,0,0,0,1,0,0
588,2,0,0,0,0,0,0,0,1,0
1216,2,0,0,0,0,0,0,0,1,0
3646,8,0,1,0,0,0,0,0,0,0
2819,6,0,0,1,0,0,0,0,0,0
1241,2,0,0,0,0,0,0,0,1,0
2734,6,0,0,1,0,0,0,0,0,0
334,1,0,0,0,0,0,0,0,0,1
2152,4,0,0,0,0,0,0,1,0,0
3493,7,1,0,0,0,0,0,0,0,0
4392,9,0,0,0,1,0,0,0,0,0
185,1,0,0,0,0,0,0,0,0,1
762,4,0,0,0,0,0,0,1,0,0
1677,3,0,0,0,0,0,1,0,0,0
3535,8,0,1,0,0,0,0,0,0,0
2050,4,0,0,0,0,0,0,1,0,0
1229,2,0,0,0,0,0,0,0,1,0
1428,3,0,0,0,0,0,1,0,0,0
2821,6,0,0,1,0,0,0,0,0,0
3711,8,0,1,0,0,0,0,0,0,0
2061,4,0,0,0,0,0,0,1,0,0
4414,9,0,0,0,1,0,0,0,0,0
2147,4,0,0,0,0,0,0,1,0,0
622,2,0,0,0,0,0,0,0,1,0
599,2,0,0,0,0,0,0,0,1,0
2481,5,0,0,0,0,1,0,0,0,0
328,1,0,0,0,0,0,0,0,0,1
4225,9,0,0,0,1,0,0,0,0,0
4252,9,0,0,0,1,0,0,0,0,0
2460,5,0,0,0,0,1,0,0,0,0
103,1,0,0,0,0,0,0,0,0,1
3780,8,0,1,0,0,0,0,0,0,0
1540,3,0,0,0,0,0,1,0,0,0
1291,2,0,0,0,0,0,0,0,1,0
1131,2,0,0,0,0,0,0,0,1,0
363,1,0,0,0,0,0,0,0,0,1
3789,8,0,1,0,0,0,0,0,0,0
1378,2,0,0,0,0,0,0,0,1,0
1301,2,0,0,0,0,0,0,0,1,0
3194,7,1,0,0,0,0,0,0,0,0
3962,8,0,1,0,0,0,0,0,0,0
70,1,0,0,0,0,0,0,0,0,1
1372,2,0,0,0,0,0,0,0,1,0
1295,2,0,0,0,0,0,0,0,1,0
2951,6,0,0,1,0,0,0,0,0,0
851,4,0,0,0,0,0,0,1,0,0
414,1,0,0,0,0,0,0,0,0,1
3421,7,1,0,0,0,0,0,0,0,0
650,3,0,0,0,0,0,1,0,0,0
2321,5,0,0,0,0,1,0,0,0,0
3874,8,0,1,0,0,0,0,0,0,0
69,1,0,0,0,0,0,0,0,0,1
672,3,0,0,0,0,0,1,0,0,0
1717,3,0,0,0,0,0,1,0,0,0
3782,8,0,1,0,0,0,0,0,0,0
901,5,0,0,0,0,1,0,0,0,0
2966,6,0,0,1,0,0,0,0,0,0
1722,3,0,0,0,0,0,1,0,0,0
3068,7,1,0,0,0,0,0,0,0,0
3659,8,0,1,0,0,0,0,0,0,0
2557,5,0,0,0,0,1,0,0,0,0
2186,5,0,0,0,0,1,0,0,0,0
2217,5,0,0,0,0,1,0,0,0,0
3604,8,0,1,0,0,0,0,0,0,0
2978,6,0,0,1,0,0,0,0,0,0
1857,4,0,0,0,0,0,0,1,0,0
3563,8,0,1,0,0,0,0,0,0,0
3250,7,1,0,0,0,0,0,0,0,0
2495,5,0,0,0,0,1,0,0,0,0
2075,4,0,0,0,0,0,0,1,0,0
3474,7,1,0,0,0,0,0,0,0,0
1056,8,0,1,0,0,0,0,0,0,0
4163,9,0,0,0,1,0,0,0,0,0
4162,9,0,0,0,1,0,0,0,0,0
2100,4,0,0,0,0,0,0,1,0,0
332,1,0,0,0,0,0,0,0,0,1
3437,7,1,0,0,0,0,0,0,0,0
631,2,0,0,0,0,0,0,0,1,0
2004,4,0,0,0,0,0,0,1,0,0
1557,3,0,0,0,0,0,1,0,0,0
3116,7,1,0,0,0,0,0,0,0,0
3848,8,0,1,0,0,0,0,0,0,0
3842,8,0,1,0,0,0,0,0,0,0
1923,4,0,0,0,0,0,0,1,0,0
2863,6,0,0,1,0,0,0,0,0,0
4372,9,0,0,0,1,0,0,0,0,0
4321,9,0,0,0,1,0,0,0,0,0
2609,6,0,0,1,0,0,0,0,0,0
1693,3,0,0,0,0,0,1,0,0,0
1370,2,0,0,0,0,0,0,0,1,0
4115,9,0,0,0,1,0,0,0,0,0
3898,8,0,1,0,0,0,0,0,0,0
2568,5,0,0,0,0,1,0,0,0,0
1169,2,0,0,0,0,0,0,0,1,0
3519,7,1,0,0,0,0,0,0,0,0
977,6,0,0,1,0,0,0,0,0,0
1399,2,0,0,0,0,0,0,0,1,0
3619,8,0,1,0,0,0,0,0,0,0
3056,7,1,0,0,0,0,0,0,0,0
1882,4,0,0,0,0,0,0,1,0,0
758,4,0,0,0,0,0,0,1,0,0
3693,8,0,1,0,0,0,0,0,0,0
3941,8,0,1,0,0,0,0,0,0,0
1711,3,0,0,0,0,0,1,0,0,0
945,5,0,0,0,0,1,0,0,0,0
1802,3,0,0,0,0,0,1,0,0,0
413,1,0,0,0,0,0,0,0,0,1
626,2,0,0,0,0,0,0,0,1,0
4238,9,0,0,0,1,0,0,0,0,0
1006,6,0,0,1,0,0,0,0,0,0
967,5,0,0,0,0,1,0,0,0,0
74,1,0,0,0,0,0,0,0,0,1
4068,9,0,0,0,1,0,0,0,0,0
1283,2,0,0,0,0,0,0,0,1,0
2047,4,0,0,0,0,0,0,1,0,0
542,2,0,0,0,0,0,0,0,1,0
3477,7,1,0,0,0,0,0,0,0,0
1067,9,0,0,0,1,0,0,0,0,0
3838,8,0,1,0,0,0,0,0,0,0
2857,6,0,0,1,0,0,0,0,0,0
3203,7,1,0,0,0,0,0,0,0,0
231,1,0,0,0,0,0,0,0,0,1
4195,9,0,0,0,1,0,0,0,0,0
969,5,0,0,0,0,1,0,0,0,0
1825,4,0,0,0,0,0,0,1,0,0
2079,4,0,0,0,0,0,0,1,0,0
765,4,0,0,0,0,0,0,1,0,0
80,1,0,0,0,0,0,0,0,0,1
3053,7,1,0,0,0,0,0,0,0,0
530,2,0,0,0,0,0,0,0,1,0
1440,3,0,0,0,0,0,1,0,0,0
3891,8,0,1,0,0,0,0,0,0,0
4377,9,0,0,0,1,0,0,0,0,0
2979,6,0,0,1,0,0,0,0,0,0
3088,7,1,0,0,0,0,0,0,0,0
4220,9,0,0,0,1,0,0,0,0,0
2333,5,0,0,0,0,1,0,0,0,0
2472,5,0,0,0,0,1,0,0,0,0
1307,2,0,0,0,0,0,0,0,1,0
444,1,0,0,0,0,0,0,0,0,1
1483,3,0,0,0,0,0,1,0,0,0
1547,3,0,0,0,0,0,1,0,0,0
3216,7,1,0,0,0,0,0,0,0,0
2241,5,0,0,0,0,1,0,0,0,0
2744,6,0,0,1,0,0,0,0,0,0
4405,9,0,0,0,1,0,0,0,0,0
724,3,0,0,0,0,0,1,0,0,0
2543,5,0,0,0,0,1,0,0,0,0
654,3,0,0,0,0,0,1,0,0,0
1626,3,0,0,0,0,0,1,0,0,0
1967,4,0,0,0,0,0,0,1,0,0
2413,5,0,0,0,0,1,0,0,0,0
1551,3,0,0,0,0,0,1,0,0,0
1293,2,0,0,0,0,0,0,0,1,0
2352,5,0,0,0,0,1,0,0,0,0
400,1,0,0,0,0,0,0,0,0,1
3443,7,1,0,0,0,0,0,0,0,0
3371,7,1,0,0,0,0,0,0,0,0
627,2,0,0,0,0,0,0,0,1,0
855,4,0,0,0,0,0,0,1,0,0
3957,8,0,1,0,0,0,0,0,0,0
2581,5,0,0,0,0,1,0,0,0,0
3192,7,1,0,0,0,0,0,0,0,0
1163,2,0,0,0,0,0,0,0,1,0
1753,3,0,0,0,0,0,1,0,0,0
536,2,0,0,0,0,0,0,0,1,0
1463,3,0,0,0,0,0,1,0,0,0
3947,8,0,1,0,0,0,0,0,0,0
511,2,0,0,0,0,0,0,0,1,0
28,1,0,0,0,0,0,0,0,0,1
3700,8,0,1,0,0,0,0,0,0,0
1572,3,0,0,0,0,0,1,0,0,0
2566,5,0,0,0,0,1,0,0,0,0
4352,9,0,0,0,1,0,0,0,0,0
428,1,0,0,0,0,0,0,0,0,1
474,1,0,0,0,0,0,0,0,0,1
1839,4,0,0,0,0,0,0,1,0,0
3350,7,1,0,0,0,0,0,0,0,0
4129,9,0,0,0,1,0,0,0,0,0
4355,9,0,0,0,1,0,0,0,0,0
2723,6,0,0,1,0,0,0,0,0,0
3645,8,0,1,0,0,0,0,0,0,0
1059,8,0,1,0,0,0,0,0,0,0
597,2,0,0,0,0,0,0,0,1,0
2096,4,0,0,0,0,0,0,1,0,0
1091,2,0,0,0,0,0,0,0,1,0
2110,4,0,0,0,0,0,0,1,0,0
594,2,0,0,0,0,0,0,0,1,0
538,2,0,0,0,0,0,0,0,1,0
576,2,0,0,0,0,0,0,0,1,0
150,1,0,0,0,0,0,0,0,0,1
2869,6,0,0,1,0,0,0,0,0,0
2154,4,0,0,0,0,0,0,1,0,0
3495,7,1,0,0,0,0,0,0,0,0
2016,4,0,0,0,0,0,0,1,0,0
2494,5,0,0,0,0,1,0,0,0,0
4274,9,0,0,0,1,0,0,0,0,0
792,4,0,0,0,0,0,0,1,0,0
1352,2,0,0,0,0,0,0,0,1,0
56,1,0,0,0,0,0,0,0,0,1
1864,4,0,0,0,0,0,0,1,0,0
2767,6,0,0,1,0,0,0,0,0,0
1618,3,0,0,0,0,0,1,0,0,0
2377,5,0,0,0,0,1,0,0,0,0
3644,8,0,1,0,0,0,0,0,0,0
1221,2,0,0,0,0,0,0,0,1,0
1833,4,0,0,0,0,0,0,1,0,0
2743,6,0,0,1,0,0,0,0,0,0
117,1,0,0,0,0,0,0,0,0,1
2426,5,0,0,0,0,1,0,0,0,0
883,4,0,0,0,0,0,0,1,0,0
4077,9,0,0,0,1,0,0,0,0,0
3546,8,0,1,0,0,0,0,0,0,0
2347,5,0,0,0,0,1,0,0,0,0
4166,9,0,0,0,1,0,0,0,0,0
269,1,0,0,0,0,0,0,0,0,1
3066,7,1,0,0,0,0,0,0,0,0
370,1,0,0,0,0,0,0,0,0,1
2278,5,0,0,0,0,1,0,0,0,0
316,1,0,0,0,0,0,0,0,0,1
2937,6,0,0,1,0,0,0,0,0,0
66,1,0,0,0,0,0,0,0,0,1
1312,2,0,0,0,0,0,0,0,1,0
2471,5,0,0,0,0,1,0,0,0,0
2144,4,0,0,0,0,0,0,1,0,0
1239,2,0,0,0,0,0,0,0,1,0
130,1,0,0,0,0,0,0,0,0,1
2039,4,0,0,0,0,0,0,1,0,0
1296,2,0,0,0,0,0,0,0,1,0
318,1,0,0,0,0,0,0,0,0,1
1439,3,0,0,0,0,0,1,0,0,0
3112,7,1,0,0,0,0,0,0,0,0
3048,7,1,0,0,0,0,0,0,0,0
2521,5,0,0,0,0,1,0,0,0,0
1684,3,0,0,0,0,0,1,0,0,0
3784,8,0,1,0,0,0,0,0,0,0
1952,4,0,0,0,0,0,0,1,0,0
71,1,0,0,0,0,0,0,0,0,1
2928,6,0,0,1,0,0,0,0,0,0
2719,6,0,0,1,0,0,0,0,0,0
3544,8,0,1,0,0,0,0,0,0,0
616,2,0,0,0,0,0,0,0,1,0
2361,5,0,0,0,0,1,0,0,0,0
1047,8,0,1,0,0,0,0,0,0,0
2823,6,0,0,1,0,0,0,0,0,0
2064,4,0,0,0,0,0,0,1,0,0
652,3,0,0,0,0,0,1,0,0,0
2166,4,0,0,0,0,0,0,1,0,0
649,3,0,0,0,0,0,1,0,0,0
3388,7,1,0,0,0,0,0,0,0,0
3793,8,0,1,0,0,0,0,0,0,0
1014,7,1,0,0,0,0,0,0,0,0
663,3,0,0,0,0,0,1,0,0,0
2855,6,0,0,1,0,0,0,0,0,0
1432,3,0,0,0,0,0,1,0,0,0
3860,8,0,1,0,0,0,0,0,0,0
2277,5,0,0,0,0,1,0,0,0,0
1122,2,0,0,0,0,0,0,0,1,0
4431,9,0,0,0,1,0,0,0,0,0
3670,8,0,1,0,0,0,0,0,0,0
2044,4,0,0,0,0,0,0,1,0,0
4381,9,0,0,0,1,0,0,0,0,0
2101,4,0,0,0,0,0,0,1,0,0
1499,3,0,0,0,0,0,1,0,0,0
3757,8,0,1,0,0,0,0,0,0,0
2269,5,0,0,0,0,1,0,0,0,0
3923,8,0,1,0,0,0,0,0,0,0
2995,6,0,0,1,0,0,0,0,0,0
352,1,0,0,0,0,0,0,0,0,1
1639,3,0,0,0,0,0,1,0,0,0
1745,3,0,0,0,0,0,1,0,0,0
2948,6,0,0,1,0,0,0,0,0,0
3373,7,1,0,0,0,0,0,0,0,0
3663,8,0,1,0,0,0,0,0,0,0
679,3,0,0,0,0,0,1,0,0,0
160,1,0,0,0,0,0,0,0,0,1
2366,5,0,0,0,0,1,0,0,0,0
2736,6,0,0,1,0,0,0,0,0,0
2645,6,0,0,1,0,0,0,0,0,0
1159,2,0,0,0,0,0,0,0,1,0
382,1,0,0,0,0,0,0,0,0,1
2055,4,0,0,0,0,0,0,1,0,0
2507,5,0,0,0,0,1,0,0,0,0
3279,7,1,0,0,0,0,0,0,0,0
1736,3,0,0,0,0,0,1,0,0,0
4000,9,0,0,0,1,0,0,0,0,0
849,4,0,0,0,0,0,0,1,0,0
229,1,0,0,0,0,0,0,0,0,1
1956,4,0,0,0,0,0,0,1,0,0
1063,9,0,0,0,1,0,0,0,0,0
242,1,0,0,0,0,0,0,0,0,1
4075,9,0,0,0,1,0,0,0,0,0
1518,3,0,0,0,0,0,1,0,0,0
4365,9,0,0,0,1,0,0,0,0,0
2621,6,0,0,1,0,0,0,0,0,0
12,1,0,0,0,0,0,0,0,0,1
3024,6,0,0,1,0,0,0,0,0,0
1966,4,0,0,0,0,0,0,1,0,0
2480,5,0,0,0,0,1,0,0,0,0
2949,6,0,0,1,0,0,0,0,0,0
63,1,0,0,0,0,0,0,0,0,1
1534,3,0,0,0,0,0,1,0,0,0
811,4,0,0,0,0,0,0,1,0,0
284,1,0,0,0,0,0,0,0,0,1
3262,7,1,0,0,0,0,0,0,0,0
2590,6,0,0,1,0,0,0,0,0,0
3341,7,1,0,0,0,0,0,0,0,0
258,1,0,0,0,0,0,0,0,0,1
1135,2,0,0,0,0,0,0,0,1,0
1918,4,0,0,0,0,0,0,1,0,0
2195,5,0,0,0,0,1,0,0,0,0
3222,7,1,0,0,0,0,0,0,0,0
2076,4,0,0,0,0,0,0,1,0,0
463,1,0,0,0,0,0,0,0,0,1
3482,7,1,0,0,0,0,0,0,0,0
2660,6,0,0,1,0,0,0,0,0,0
4056,9,0,0,0,1,0,0,0,0,0
2005,4,0,0,0,0,0,0,1,0,0
1821,4,0,0,0,0,0,0,1,0,0
4092,9,0,0,0,1,0,0,0,0,0
3539,8,0,1,0,0,0,0,0,0,0
3077,7,1,0,0,0,0,0,0,0,0
1270,2,0,0,0,0,0,0,0,1,0
1860,4,0,0,0,0,0,0,1,0,0
1792,3,0,0,0,0,0,1,0,0,0
2500,5,0,0,0,0,1,0,0,0,0
2234,5,0,0,0,0,1,0,0,0,0
2030,4,0,0,0,0,0,0,1,0,0
537,2,0,0,0,0,0,0,0,1,0
4035,9,0,0,0,1,0,0,0,0,0
3181,7,1,0,0,0,0,0,0,0,0
3715,8,0,1,0,0,0,0,0,0,0
1480,3,0,0,0,0,0,1,0,0,0
706,3,0,0,0,0,0,1,0,0,0
2893,6,0,0,1,0,0,0,0,0,0
3552,8,0,1,0,0,0,0,0,0,0
3560,8,0,1,0,0,0,0,0,0,0
3643,8,0,1,0,0,0,0,0,0,0
4007,9,0,0,0,1,0,0,0,0,0
836,4,0,0,0,0,0,0,1,0,0
490,1,0,0,0,0,0,0,0,0,1
1661,3,0,0,0,0,0,1,0,0,0
1565,3,0,0,0,0,0,1,0,0,0
1355,2,0,0,0,0,0,0,0,1,0
696,3,0,0,0,0,0,1,0,0,0
1212,2,0,0,0,0,0,0,0,1,0
4302,9,0,0,0,1,0,0,0,0,0
2994,6,0,0,1,0,0,0,0,0,0
999,6,0,0,1,0,0,0,0,0,0
710,3,0,0,0,0,0,1,0,0,0
1598,3,0,0,0,0,0,1,0,0,0
2912,6,0,0,1,0,0,0,0,0,0
4296,9,0,0,0,1,0,0,0,0,0
3747,8,0,1,0,0,0,0,0,0,0
582,2,0,0,0,0,0,0,0,1,0
75,1,0,0,0,0,0,0,0,0,1
1726,3,0,0,0,0,0,1,0,0,0
2676,6,0,0,1,0,0,0,0,0,0
2158,4,0,0,0,0,0,0,1,0,0
4224,9,0,0,0,1,0,0,0,0,0
237,1,0,0,0,0,0,0,0,0,1
3331,7,1,0,0,0,0,0,0,0,0
3914,8,0,1,0,0,0,0,0,0,0
2384,5,0,0,0,0,1,0,0,0,0
1360,2,0,0,0,0,0,0,0,1,0
3930,8,0,1,0,0,0,0,0,0,0
3598,8,0,1,0,0,0,0,0,0,0
935,5,0,0,0,0,1,0,0,0,0
1709,3,0,0,0,0,0,1,0,0,0
2972,6,0,0,1,0,0,0,0,0,0
1859,4,0,0,0,0,0,0,1,0,0
1919,4,0,0,0,0,0,0,1,0,0
4088,9,0,0,0,1,0,0,0,0,0
498,2,0,0,0,0,0,0,0,1,0
3001,6,0,0,1,0,0,0,0,0,0
529,2,0,0,0,0,0,0,0,1,0
472,1,0,0,0,0,0,0,0,0,1
770,4,0,0,0,0,0,0,1,0,0
3215,7,1,0,0,0,0,0,0,0,0
908,5,0,0,0,0,1,0,0,0,0
1148,2,0,0,0,0,0,0,0,1,0
2730,6,0,0,1,0,0,0,0,0,0
232,1,0,0,0,0,0,0,0,0,1
3235,7,1,0,0,0,0,0,0,0,0
2647,6,0,0,1,0,0,0,0,0,0
2704,6,0,0,1,0,0,0,0,0,0
483,1,0,0,0,0,0,0,0,0,1
1607,3,0,0,0,0,0,1,0,0,0
166,1,0,0,0,0,0,0,0,0,1
3484,7,1,0,0,0,0,0,0,0,0
2031,4,0,0,0,0,0,0,1,0,0
1741,3,0,0,0,0,0,1,0,0,0
3292,7,1,0,0,0,0,0,0,0,0
2746,6,0,0,1,0,0,0,0,0,0
3079,7,1,0,0,0,0,0,0,0,0
3186,7,1,0,0,0,0,0,0,0,0
2119,4,0,0,0,0,0,0,1,0,0
4326,9,0,0,0,1,0,0,0,0,0
1438,3,0,0,0,0,0,1,0,0,0
1185,2,0,0,0,0,0,0,0,1,0
2459,5,0,0,0,0,1,0,0,0,0
1697,3,0,0,0,0,0,1,0,0,0
3087,7,1,0,0,0,0,0,0,0,0
4167,9,0,0,0,1,0,0,0,0,0
1481,3,0,0,0,0,0,1,0,0,0
4334,9,0,0,0,1,0,0,0,0,0
925,5,0,0,0,0,1,0,0,0,0
1814,3,0,0,0,0,0,1,0,0,0
3272,7,1,0,0,0,0,0,0,0,0
2236,5,0,0,0,0,1,0,0,0,0
2620,6,0,0,1,0,0,0,0,0,0
3240,7,1,0,0,0,0,0,0,0,0
3597,8,0,1,0,0,0,0,0,0,0
485,1,0,0,0,0,0,0,0,0,1
2808,6,0,0,1,0,0,0,0,0,0
1358,2,0,0,0,0,0,0,0,1,0
3245,7,1,0,0,0,0,0,0,0,0
1691,3,0,0,0,0,0,1,0,0,0
4026,9,0,0,0,1,0,0,0,0,0
3730,8,0,1,0,0,0,0,0,0,0
455,1,0,0,0,0,0,0,0,0,1
279,1,0,0,0,0,0,0,0,0,1
3911,8,0,1,0,0,0,0,0,0,0
1369,2,0,0,0,0,0,0,0,1,0
3665,8,0,1,0,0,0,0,0,0,0
2222,5,0,0,0,0,1,0,0,0,0
1280,2,0,0,0,0,0,0,0,1,0
2888,6,0,0,1,0,0,0,0,0,0
209,1,0,0,0,0,0,0,0,0,1
3795,8,0,1,0,0,0,0,0,0,0
4135,9,0,0,0,1,0,0,0,0,0
147,1,0,0,0,0,0,0,0,0,1
