,multiclase1,ova_1,ova_7,ova_9,ova_3,ova_4,ova_2,ova_6,ova_5,ova_8
3597,7,0,1,0,0,0,0,0,0,0
1670,3,0,0,0,1,0,0,0,0,0
2185,4,0,0,0,0,1,0,0,0,0
4362,9,0,0,1,0,0,0,0,0,0
848,4,0,0,0,0,1,0,0,0,0
550,2,0,0,0,0,0,1,0,0,0
4140,8,0,0,0,0,0,0,0,0,1
4530,9,0,0,1,0,0,0,0,0,0
3302,7,0,1,0,0,0,0,0,0,0
1058,5,0,0,0,0,0,0,0,1,0
3021,6,0,0,0,0,0,0,1,0,0
2447,5,0,0,0,0,0,0,0,1,0
1252,2,0,0,0,0,0,1,0,0,0
4072,8,0,0,0,0,0,0,0,0,1
805,4,0,0,0,0,1,0,0,0,0
947,4,0,0,0,0,1,0,0,0,0
195,1,1,0,0,0,0,0,0,0,0
3056,6,0,0,0,0,0,0,1,0,0
4135,8,0,0,0,0,0,0,0,0,1
2654,5,0,0,0,0,0,0,0,1,0
3891,8,0,0,0,0,0,0,0,0,1
3791,7,0,1,0,0,0,0,0,0,0
427,1,1,0,0,0,0,0,0,0,0
2437,5,0,0,0,0,0,0,0,1,0
1724,3,0,0,0,1,0,0,0,0,0
4326,9,0,0,1,0,0,0,0,0,0
190,1,1,0,0,0,0,0,0,0,0
3605,7,0,1,0,0,0,0,0,0,0
43,1,1,0,0,0,0,0,0,0,0
2253,4,0,0,0,0,1,0,0,0,0
2445,5,0,0,0,0,0,0,0,1,0
3027,6,0,0,0,0,0,0,1,0,0
1472,2,0,0,0,0,0,1,0,0,0
1617,3,0,0,0,1,0,0,0,0,0
3921,8,0,0,0,0,0,0,0,0,1
3227,6,0,0,0,0,0,0,1,0,0
3917,8,0,0,0,0,0,0,0,0,1
4267,8,0,0,0,0,0,0,0,0,1
1145,8,0,0,0,0,0,0,0,0,1
1451,2,0,0,0,0,0,1,0,0,0
4183,8,0,0,0,0,0,0,0,0,1
2047,4,0,0,0,0,1,0,0,0,0
1692,3,0,0,0,1,0,0,0,0,0
1802,3,0,0,0,1,0,0,0,0,0
4726,9,0,0,1,0,0,0,0,0,0
1173,2,0,0,0,0,0,1,0,0,0
2998,6,0,0,0,0,0,0,1,0,0
667,2,0,0,0,0,0,1,0,0,0
4078,8,0,0,0,0,0,0,0,0,1
2801,6,0,0,0,0,0,0,1,0,0
4177,8,0,0,0,0,0,0,0,0,1
3432,7,0,1,0,0,0,0,0,0,0
1079,6,0,0,0,0,0,0,1,0,0
255,1,1,0,0,0,0,0,0,0,0
1132,8,0,0,0,0,0,0,0,0,1
2541,5,0,0,0,0,0,0,0,1,0
98,1,1,0,0,0,0,0,0,0,0
2203,4,0,0,0,0,1,0,0,0,0
749,3,0,0,0,1,0,0,0,0,0
486,1,1,0,0,0,0,0,0,0,0
2690,5,0,0,0,0,0,0,0,1,0
846,4,0,0,0,0,1,0,0,0,0
19,1,1,0,0,0,0,0,0,0,0
57,1,1,0,0,0,0,0,0,0,0
4343,9,0,0,1,0,0,0,0,0,0
612,2,0,0,0,0,0,1,0,0,0
1501,2,0,0,0,0,0,1,0,0,0
2393,5,0,0,0,0,0,0,0,1,0
456,1,1,0,0,0,0,0,0,0,0
4409,9,0,0,1,0,0,0,0,0,0
881,4,0,0,0,0,1,0,0,0,0
3298,7,0,1,0,0,0,0,0,0,0
2608,5,0,0,0,0,0,0,0,1,0
712,3,0,0,0,1,0,0,0,0,0
4587,9,0,0,1,0,0,0,0,0,0
620,2,0,0,0,0,0,1,0,0,0
1741,3,0,0,0,1,0,0,0,0,0
1268,2,0,0,0,0,0,1,0,0,0
1788,3,0,0,0,1,0,0,0,0,0
3668,7,0,1,0,0,0,0,0,0,0
53,1,1,0,0,0,0,0,0,0,0
2249,4,0,0,0,0,1,0,0,0,0
2520,5,0,0,0,0,0,0,0,1,0
4490,9,0,0,1,0,0,0,0,0,0
676,2,0,0,0,0,0,1,0,0,0
183,1,1,0,0,0,0,0,0,0,0
323,1,1,0,0,0,0,0,0,0,0
4368,9,0,0,1,0,0,0,0,0,0
4768,9,0,0,1,0,0,0,0,0,0
4,1,1,0,0,0,0,0,0,0,0
2425,5,0,0,0,0,0,0,0,1,0
704,3,0,0,0,1,0,0,0,0,0
3984,8,0,0,0,0,0,0,0,0,1
1637,3,0,0,0,1,0,0,0,0,0
489,1,1,0,0,0,0,0,0,0,0
4430,9,0,0,1,0,0,0,0,0,0
1487,2,0,0,0,0,0,1,0,0,0
2566,5,0,0,0,0,0,0,0,1,0
4702,9,0,0,1,0,0,0,0,0,0
426,1,1,0,0,0,0,0,0,0,0
3961,8,0,0,0,0,0,0,0,0,1
452,1,1,0,0,0,0,0,0,0,0
2665,5,0,0,0,0,0,0,0,1,0
574,2,0,0,0,0,0,1,0,0,0
4764,9,0,0,1,0,0,0,0,0,0
2039,4,0,0,0,0,1,0,0,0,0
1735,3,0,0,0,1,0,0,0,0,0
259,1,1,0,0,0,0,0,0,0,0
723,3,0,0,0,1,0,0,0,0,0
4024,8,0,0,0,0,0,0,0,0,1
687,2,0,0,0,0,0,1,0,0,0
4073,8,0,0,0,0,0,0,0,0,1
4819,9,0,0,1,0,0,0,0,0,0
2326,4,0,0,0,0,1,0,0,0,0
138,1,1,0,0,0,0,0,0,0,0
3979,8,0,0,0,0,0,0,0,0,1
753,3,0,0,0,1,0,0,0,0,0
4817,9,0,0,1,0,0,0,0,0,0
800,3,0,0,0,1,0,0,0,0,0
273,1,1,0,0,0,0,0,0,0,0
4317,9,0,0,1,0,0,0,0,0,0
4657,9,0,0,1,0,0,0,0,0,0
3135,6,0,0,0,0,0,0,1,0,0
2803,6,0,0,0,0,0,0,1,0,0
4200,8,0,0,0,0,0,0,0,0,1
2658,5,0,0,0,0,0,0,0,1,0
1616,3,0,0,0,1,0,0,0,0,0
3555,7,0,1,0,0,0,0,0,0,0
1359,2,0,0,0,0,0,1,0,0,0
3904,8,0,0,0,0,0,0,0,0,1
1993,4,0,0,0,0,1,0,0,0,0
798,3,0,0,0,1,0,0,0,0,0
570,2,0,0,0,0,0,1,0,0,0
4370,9,0,0,1,0,0,0,0,0,0
3874,8,0,0,0,0,0,0,0,0,1
752,3,0,0,0,1,0,0,0,0,0
3030,6,0,0,0,0,0,0,1,0,0
2079,4,0,0,0,0,1,0,0,0,0
1271,2,0,0,0,0,0,1,0,0,0
1623,3,0,0,0,1,0,0,0,0,0
2317,4,0,0,0,0,1,0,0,0,0
981,5,0,0,0,0,0,0,0,1,0
1966,3,0,0,0,1,0,0,0,0,0
276,1,1,0,0,0,0,0,0,0,0
3901,8,0,0,0,0,0,0,0,0,1
686,2,0,0,0,0,0,1,0,0,0
3404,7,0,1,0,0,0,0,0,0,0
4188,8,0,0,0,0,0,0,0,0,1
1516,2,0,0,0,0,0,1,0,0,0
1731,3,0,0,0,1,0,0,0,0,0
730,3,0,0,0,1,0,0,0,0,0
3727,7,0,1,0,0,0,0,0,0,0
2029,4,0,0,0,0,1,0,0,0,0
2572,5,0,0,0,0,0,0,0,1,0
4150,8,0,0,0,0,0,0,0,0,1
1587,3,0,0,0,1,0,0,0,0,0
1773,3,0,0,0,1,0,0,0,0,0
2241,4,0,0,0,0,1,0,0,0,0
3710,7,0,1,0,0,0,0,0,0,0
2865,6,0,0,0,0,0,0,1,0,0
3216,6,0,0,0,0,0,0,1,0,0
1931,3,0,0,0,1,0,0,0,0,0
685,2,0,0,0,0,0,1,0,0,0
4577,9,0,0,1,0,0,0,0,0,0
1830,3,0,0,0,1,0,0,0,0,0
1876,3,0,0,0,1,0,0,0,0,0
1466,2,0,0,0,0,0,1,0,0,0
949,4,0,0,0,0,1,0,0,0,0
1631,3,0,0,0,1,0,0,0,0,0
168,1,1,0,0,0,0,0,0,0,0
3306,7,0,1,0,0,0,0,0,0,0
807,4,0,0,0,0,1,0,0,0,0
4344,9,0,0,1,0,0,0,0,0,0
4117,8,0,0,0,0,0,0,0,0,1
2652,5,0,0,0,0,0,0,0,1,0
2381,5,0,0,0,0,0,0,0,1,0
2834,6,0,0,0,0,0,0,1,0,0
2339,4,0,0,0,0,1,0,0,0,0
3315,7,0,1,0,0,0,0,0,0,0
1677,3,0,0,0,1,0,0,0,0,0
3328,7,0,1,0,0,0,0,0,0,0
2250,4,0,0,0,0,1,0,0,0,0
290,1,1,0,0,0,0,0,0,0,0
0,1,1,0,0,0,0,0,0,0,0
3785,7,0,1,0,0,0,0,0,0,0
4219,8,0,0,0,0,0,0,0,0,1
1311,2,0,0,0,0,0,1,0,0,0
636,2,0,0,0,0,0,1,0,0,0
110,1,1,0,0,0,0,0,0,0,0
4191,8,0,0,0,0,0,0,0,0,1
3028,6,0,0,0,0,0,0,1,0,0
1361,2,0,0,0,0,0,1,0,0,0
3170,6,0,0,0,0,0,0,1,0,0
3865,8,0,0,0,0,0,0,0,0,1
4518,9,0,0,1,0,0,0,0,0,0
610,2,0,0,0,0,0,1,0,0,0
2734,5,0,0,0,0,0,0,0,1,0
4171,8,0,0,0,0,0,0,0,0,1
1208,2,0,0,0,0,0,1,0,0,0
674,2,0,0,0,0,0,1,0,0,0
3107,6,0,0,0,0,0,0,1,0,0
3948,8,0,0,0,0,0,0,0,0,1
2588,5,0,0,0,0,0,0,0,1,0
2513,5,0,0,0,0,0,0,0,1,0
3440,7,0,1,0,0,0,0,0,0,0
509,1,1,0,0,0,0,0,0,0,0
3179,6,0,0,0,0,0,0,1,0,0
4025,8,0,0,0,0,0,0,0,0,1
4359,9,0,0,1,0,0,0,0,0,0
2360,5,0,0,0,0,0,0,0,1,0
3047,6,0,0,0,0,0,0,1,0,0
3173,6,0,0,0,0,0,0,1,0,0
1761,3,0,0,0,1,0,0,0,0,0
3381,7,0,1,0,0,0,0,0,0,0
453,1,1,0,0,0,0,0,0,0,0
2888,6,0,0,0,0,0,0,1,0,0
4328,9,0,0,1,0,0,0,0,0,0
1416,2,0,0,0,0,0,1,0,0,0
1815,3,0,0,0,1,0,0,0,0,0
3882,8,0,0,0,0,0,0,0,0,1
228,1,1,0,0,0,0,0,0,0,0
3954,8,0,0,0,0,0,0,0,0,1
1949,3,0,0,0,1,0,0,0,0,0
407,1,1,0,0,0,0,0,0,0,0
961,4,0,0,0,0,1,0,0,0,0
1855,3,0,0,0,1,0,0,0,0,0
3479,7,0,1,0,0,0,0,0,0,0
1860,3,0,0,0,1,0,0,0,0,0
2149,4,0,0,0,0,1,0,0,0,0
1995,4,0,0,0,0,1,0,0,0,0
3688,7,0,1,0,0,0,0,0,0,0
4617,9,0,0,1,0,0,0,0,0,0
4035,8,0,0,0,0,0,0,0,0,1
3920,8,0,0,0,0,0,0,0,0,1
1849,3,0,0,0,1,0,0,0,0,0
4449,9,0,0,1,0,0,0,0,0,0
1921,3,0,0,0,1,0,0,0,0,0
2707,5,0,0,0,0,0,0,0,1,0
1227,2,0,0,0,0,0,1,0,0,0
3736,7,0,1,0,0,0,0,0,0,0
1286,2,0,0,0,0,0,1,0,0,0
3660,7,0,1,0,0,0,0,0,0,0
4400,9,0,0,1,0,0,0,0,0,0
708,3,0,0,0,1,0,0,0,0,0
638,2,0,0,0,0,0,1,0,0,0
105,1,1,0,0,0,0,0,0,0,0
4668,9,0,0,1,0,0,0,0,0,0
4133,8,0,0,0,0,0,0,0,0,1
4647,9,0,0,1,0,0,0,0,0,0
3523,7,0,1,0,0,0,0,0,0,0
973,5,0,0,0,0,0,0,0,1,0
669,2,0,0,0,0,0,1,0,0,0
951,4,0,0,0,0,1,0,0,0,0
3706,7,0,1,0,0,0,0,0,0,0
3250,6,0,0,0,0,0,0,1,0,0
4220,8,0,0,0,0,0,0,0,0,1
205,1,1,0,0,0,0,0,0,0,0
139,1,1,0,0,0,0,0,0,0,0
305,1,1,0,0,0,0,0,0,0,0
1618,3,0,0,0,1,0,0,0,0,0
342,1,1,0,0,0,0,0,0,0,0
1335,2,0,0,0,0,0,1,0,0,0
4765,9,0,0,1,0,0,0,0,0,0
5,1,1,0,0,0,0,0,0,0,0
1588,3,0,0,0,1,0,0,0,0,0
895,4,0,0,0,0,1,0,0,0,0
4603,9,0,0,1,0,0,0,0,0,0
4124,8,0,0,0,0,0,0,0,0,1
2808,6,0,0,0,0,0,0,1,0,0
3446,7,0,1,0,0,0,0,0,0,0
3438,7,0,1,0,0,0,0,0,0,0
4789,9,0,0,1,0,0,0,0,0,0
3821,8,0,0,0,0,0,0,0,0,1
2703,5,0,0,0,0,0,0,0,1,0
1237,2,0,0,0,0,0,1,0,0,0
1823,3,0,0,0,1,0,0,0,0,0
2752,5,0,0,0,0,0,0,0,1,0
283,1,1,0,0,0,0,0,0,0,0
966,5,0,0,0,0,0,0,0,1,0
2792,6,0,0,0,0,0,0,1,0,0
759,3,0,0,0,1,0,0,0,0,0
3417,7,0,1,0,0,0,0,0,0,0
31,1,1,0,0,0,0,0,0,0,0
2719,5,0,0,0,0,0,0,0,1,0
3862,8,0,0,0,0,0,0,0,0,1
4334,9,0,0,1,0,0,0,0,0,0
3556,7,0,1,0,0,0,0,0,0,0
1653,3,0,0,0,1,0,0,0,0,0
3521,7,0,1,0,0,0,0,0,0,0
547,2,0,0,0,0,0,1,0,0,0
3422,7,0,1,0,0,0,0,0,0,0
3389,7,0,1,0,0,0,0,0,0,0
1762,3,0,0,0,1,0,0,0,0,0
4706,9,0,0,1,0,0,0,0,0,0
2685,5,0,0,0,0,0,0,0,1,0
1293,2,0,0,0,0,0,1,0,0,0
1428,2,0,0,0,0,0,1,0,0,0
2642,5,0,0,0,0,0,0,0,1,0
1007,5,0,0,0,0,0,0,0,1,0
2388,5,0,0,0,0,0,0,0,1,0
440,1,1,0,0,0,0,0,0,0,0
1053,5,0,0,0,0,0,0,0,1,0
4336,9,0,0,1,0,0,0,0,0,0
882,4,0,0,0,0,1,0,0,0,0
4192,8,0,0,0,0,0,0,0,0,1
434,1,1,0,0,0,0,0,0,0,0
1791,3,0,0,0,1,0,0,0,0,0
4383,9,0,0,1,0,0,0,0,0,0
2886,6,0,0,0,0,0,0,1,0,0
716,3,0,0,0,1,0,0,0,0,0
3527,7,0,1,0,0,0,0,0,0,0
1023,5,0,0,0,0,0,0,0,1,0
864,4,0,0,0,0,1,0,0,0,0
1950,3,0,0,0,1,0,0,0,0,0
4410,9,0,0,1,0,0,0,0,0,0
54,1,1,0,0,0,0,0,0,0,0
4709,9,0,0,1,0,0,0,0,0,0
3248,6,0,0,0,0,0,0,1,0,0
3100,6,0,0,0,0,0,0,1,0,0
3413,7,0,1,0,0,0,0,0,0,0
308,1,1,0,0,0,0,0,0,0,0
2225,4,0,0,0,0,1,0,0,0,0
1864,3,0,0,0,1,0,0,0,0,0
1925,3,0,0,0,1,0,0,0,0,0
3385,7,0,1,0,0,0,0,0,0,0
2587,5,0,0,0,0,0,0,0,1,0
4704,9,0,0,1,0,0,0,0,0,0
4559,9,0,0,1,0,0,0,0,0,0
4475,9,0,0,1,0,0,0,0,0,0
3158,6,0,0,0,0,0,0,1,0,0
497,1,1,0,0,0,0,0,0,0,0
2951,6,0,0,0,0,0,0,1,0,0
4608,9,0,0,1,0,0,0,0,0,0
1328,2,0,0,0,0,0,1,0,0,0
1999,4,0,0,0,0,1,0,0,0,0
3771,7,0,1,0,0,0,0,0,0,0
3664,7,0,1,0,0,0,0,0,0,0
2772,5,0,0,0,0,0,0,0,1,0
1044,5,0,0,0,0,0,0,0,1,0
2100,4,0,0,0,0,1,0,0,0,0
2745,5,0,0,0,0,0,0,0,1,0
295,1,1,0,0,0,0,0,0,0,0
728,3,0,0,0,1,0,0,0,0,0
4545,9,0,0,1,0,0,0,0,0,0
3945,8,0,0,0,0,0,0,0,0,1
361,1,1,0,0,0,0,0,0,0,0
173,1,1,0,0,0,0,0,0,0,0
3671,7,0,1,0,0,0,0,0,0,0
44,1,1,0,0,0,0,0,0,0,0
4261,8,0,0,0,0,0,0,0,0,1
2558,5,0,0,0,0,0,0,0,1,0
475,1,1,0,0,0,0,0,0,0,0
588,2,0,0,0,0,0,1,0,0,0
3352,7,0,1,0,0,0,0,0,0,0
1356,2,0,0,0,0,0,1,0,0,0
707,3,0,0,0,1,0,0,0,0,0
4311,9,0,0,1,0,0,0,0,0,0
2377,5,0,0,0,0,0,0,0,1,0
4676,9,0,0,1,0,0,0,0,0,0
3150,6,0,0,0,0,0,0,1,0,0
334,1,1,0,0,0,0,0,0,0,0
2556,5,0,0,0,0,0,0,0,1,0
4020,8,0,0,0,0,0,0,0,0,1
3643,7,0,1,0,0,0,0,0,0,0
2077,4,0,0,0,0,1,0,0,0,0
185,1,1,0,0,0,0,0,0,0,0
762,3,0,0,0,1,0,0,0,0,0
4357,9,0,0,1,0,0,0,0,0,0
3983,8,0,0,0,0,0,0,0,0,1
1606,3,0,0,0,1,0,0,0,0,0
635,2,0,0,0,0,0,1,0,0,0
2666,5,0,0,0,0,0,0,0,1,0
2175,4,0,0,0,0,1,0,0,0,0
3589,7,0,1,0,0,0,0,0,0,0
1811,3,0,0,0,1,0,0,0,0,0
2359,5,0,0,0,0,0,0,0,1,0
3692,7,0,1,0,0,0,0,0,0,0
3420,7,0,1,0,0,0,0,0,0,0
2946,6,0,0,0,0,0,0,1,0,0
2462,5,0,0,0,0,0,0,0,1,0
622,2,0,0,0,0,0,1,0,0,0
2135,4,0,0,0,0,1,0,0,0,0
599,2,0,0,0,0,0,1,0,0,0
2858,6,0,0,0,0,0,0,1,0,0
328,1,1,0,0,0,0,0,0,0,0
3200,6,0,0,0,0,0,0,1,0,0
2507,5,0,0,0,0,0,0,0,1,0
3957,8,0,0,0,0,0,0,0,0,1
3499,7,0,1,0,0,0,0,0,0,0
1235,2,0,0,0,0,0,1,0,0,0
103,1,1,0,0,0,0,0,0,0,0
1033,5,0,0,0,0,0,0,0,1,0
4544,9,0,0,1,0,0,0,0,0,0
2538,5,0,0,0,0,0,0,0,1,0
3888,8,0,0,0,0,0,0,0,0,1
363,1,1,0,0,0,0,0,0,0,0
1739,3,0,0,0,1,0,0,0,0,0
1814,3,0,0,0,1,0,0,0,0,0
3626,7,0,1,0,0,0,0,0,0,0
4031,8,0,0,0,0,0,0,0,0,1
579,2,0,0,0,0,0,1,0,0,0
70,1,1,0,0,0,0,0,0,0,0
1806,3,0,0,0,1,0,0,0,0,0
4260,8,0,0,0,0,0,0,0,0,1
3958,8,0,0,0,0,0,0,0,0,1
960,4,0,0,0,0,1,0,0,0,0
851,4,0,0,0,0,1,0,0,0,0
414,1,1,0,0,0,0,0,0,0,0
1684,3,0,0,0,1,0,0,0,0,0
650,2,0,0,0,0,0,1,0,0,0
4492,9,0,0,1,0,0,0,0,0,0
1307,2,0,0,0,0,0,1,0,0,0
1661,3,0,0,0,1,0,0,0,0,0
1158,9,0,0,1,0,0,0,0,0,0
59,1,1,0,0,0,0,0,0,0,0
4536,9,0,0,1,0,0,0,0,0,0
69,1,1,0,0,0,0,0,0,0,0
672,2,0,0,0,0,0,1,0,0,0
545,2,0,0,0,0,0,1,0,0,0
572,2,0,0,0,0,0,1,0,0,0
901,4,0,0,0,0,1,0,0,0,0
3418,7,0,1,0,0,0,0,0,0,0
3095,6,0,0,0,0,0,0,1,0,0
4448,9,0,0,1,0,0,0,0,0,0
58,1,1,0,0,0,0,0,0,0,0
2693,5,0,0,0,0,0,0,0,1,0
3779,7,0,1,0,0,0,0,0,0,0
2151,4,0,0,0,0,1,0,0,0,0
4785,9,0,0,1,0,0,0,0,0,0
4331,9,0,0,1,0,0,0,0,0,0
1207,2,0,0,0,0,0,1,0,0,0
4412,9,0,0,1,0,0,0,0,0,0
39,1,1,0,0,0,0,0,0,0,0
3431,7,0,1,0,0,0,0,0,0,0
3088,6,0,0,0,0,0,0,1,0,0
1676,3,0,0,0,1,0,0,0,0,0
1871,3,0,0,0,1,0,0,0,0,0
3235,6,0,0,0,0,0,0,1,0,0
2874,6,0,0,0,0,0,0,1,0,0
2751,5,0,0,0,0,0,0,0,1,0
2489,5,0,0,0,0,0,0,0,1,0
1193,2,0,0,0,0,0,1,0,0,0
1056,5,0,0,0,0,0,0,0,1,0
2645,5,0,0,0,0,0,0,0,1,0
3199,6,0,0,0,0,0,0,1,0,0
2133,4,0,0,0,0,1,0,0,0,0
2398,5,0,0,0,0,0,0,0,1,0
332,1,1,0,0,0,0,0,0,0,0
4322,9,0,0,1,0,0,0,0,0,0
1253,2,0,0,0,0,0,1,0,0,0
631,2,0,0,0,0,0,1,0,0,0
4347,9,0,0,1,0,0,0,0,0,0
2471,5,0,0,0,0,0,0,0,1,0
2871,6,0,0,0,0,0,0,1,0,0
252,1,1,0,0,0,0,0,0,0,0
2040,4,0,0,0,0,1,0,0,0,0
683,2,0,0,0,0,0,1,0,0,0
1530,2,0,0,0,0,0,1,0,0,0
4716,9,0,0,1,0,0,0,0,0,0
662,2,0,0,0,0,0,1,0,0,0
2877,6,0,0,0,0,0,0,1,0,0
3893,8,0,0,0,0,0,0,0,0,1
2901,6,0,0,0,0,0,0,1,0,0
4697,9,0,0,1,0,0,0,0,0,0
1937,3,0,0,0,1,0,0,0,0,0
3856,8,0,0,0,0,0,0,0,0,1
1535,2,0,0,0,0,0,1,0,0,0
4249,8,0,0,0,0,0,0,0,0,1
977,5,0,0,0,0,0,0,0,1,0
3579,7,0,1,0,0,0,0,0,0,0
2011,4,0,0,0,0,1,0,0,0,0
3942,8,0,0,0,0,0,0,0,0,1
1725,3,0,0,0,1,0,0,0,0,0
1216,2,0,0,0,0,0,1,0,0,0
4816,9,0,0,1,0,0,0,0,0,0
758,3,0,0,0,1,0,0,0,0,0
2446,5,0,0,0,0,0,0,0,1,0
1364,2,0,0,0,0,0,1,0,0,0
2495,5,0,0,0,0,0,0,0,1,0
3038,6,0,0,0,0,0,0,1,0,0
4593,9,0,0,1,0,0,0,0,0,0
945,4,0,0,0,0,1,0,0,0,0
823,4,0,0,0,0,1,0,0,0,0
413,1,1,0,0,0,0,0,0,0,0
626,2,0,0,0,0,0,1,0,0,0
1883,3,0,0,0,1,0,0,0,0,0
2060,4,0,0,0,0,1,0,0,0,0
1006,5,0,0,0,0,0,0,0,1,0
967,5,0,0,0,0,0,0,0,1,0
74,1,1,0,0,0,0,0,0,0,0
297,1,1,0,0,0,0,0,0,0,0
2331,4,0,0,0,0,1,0,0,0,0
2195,4,0,0,0,0,1,0,0,0,0
542,2,0,0,0,0,0,1,0,0,0
2180,4,0,0,0,0,1,0,0,0,0
1067,6,0,0,0,0,0,0,1,0,0
4273,8,0,0,0,0,0,0,0,0,1
3873,8,0,0,0,0,0,0,0,0,1
4787,9,0,0,1,0,0,0,0,0,0
2376,5,0,0,0,0,0,0,0,1,0
2816,6,0,0,0,0,0,0,1,0,0
231,1,1,0,0,0,0,0,0,0,0
2634,5,0,0,0,0,0,0,0,1,0
969,5,0,0,0,0,0,0,0,1,0
3672,7,0,1,0,0,0,0,0,0,0
2333,4,0,0,0,0,1,0,0,0,0
765,3,0,0,0,1,0,0,0,0,0
80,1,1,0,0,0,0,0,0,0,0
4476,9,0,0,1,0,0,0,0,0,0
530,1,1,0,0,0,0,0,0,0,0
4070,8,0,0,0,0,0,0,0,0,1
