dia;monto;descuento;prod;cantidad
Thursday;400;0;KS_367;1
Thursday;400;0;KS_544;3
Thursday;400;0;KS_328;1
Thursday;950;0;KS_335;1
Thursday;150;0;KS_348;2
Thursday;150;0;KS_526;2
Thursday;600;0;KS_308;1
Thursday;350;0;KS_688;1
Thursday;650;0;KS_664;1
Thursday;325;0;KS_330;1
Thursday;900;0;KS_624;1
Thursday;800;0;KS_486;1
Thursday;125;0;KS_318;1
Friday;1150;0;KS_487;1
Friday;1150;0;KS_689;1
Friday;1450;0;KS_690;1
Friday;450;0;KS_360;3
Friday;100;0;KS_329;1
Friday;400;0;KS_367;1
Friday;550;0;KS_595;1
Friday;1125;75;KS_343;1
Friday;1125;75;KS_339;2
Friday;1125;75;KS_689;1
Friday;400;0;KS_367;1
Friday;1625;0;KS_330;5
Friday;500;0;KS_332;1
Friday;375;0;KS_340;1
Friday;950;0;KS_318;2
Friday;950;0;KS_688;2
Friday;100;0;KS_336;1
Friday;350;0;KS_662;1
Friday;250;0;KS_488;1
Friday;750;50;KS_325;2
Friday;750;50;KS_329;2
Friday;750;50;KS_689;1
Friday;375;0;KS_656;3
Friday;125;0;KS_324;1
Friday;100;0;KS_336;1
Friday;350;0;KS_688;1
Friday;350;0;KS_688;1
Friday;500;0;KS_332;1
Friday;300;0;KS_336;3
Friday;325;0;KS_696;1
Friday;1000;0;KS_398;1
Friday;1000;0;KS_336;3
Friday;375;0;KS_340;1
Friday;350;0;KS_662;1
Friday;125;0;KS_324;1
Friday;1700;1700;KS_370;1
Friday;1700;1700;KS_532;3
Friday;1700;1700;KS_594;1
Friday;1700;1700;KS_584;1
Friday;1700;1700;KS_490;1
Friday;1700;1700;KS_410;1
Friday;5600;100;KS_382;2
Friday;5600;100;KS_624;1
Friday;5600;100;KS_596;2
Friday;5600;100;KS_562;1
Friday;750;0;KS_410;1
Friday;1000;1200;KS_538;1
Friday;1000;1200;KS_312;1
Saturday;600;0;KS_343;1
Saturday;125;0;KS_325;1
Saturday;600;0;KS_612;1
Saturday;175;0;KS_368;1
Saturday;100;0;KS_336;1
Saturday;500;25;KS_582;3
Saturday;450;0;KS_668;1
Saturday;125;0;KS_318;1
Saturday;100;0;KS_547;1
Saturday;2200;0;KS_328;2
Saturday;2200;0;KS_406;2
Saturday;1500;0;KS_336;1
Saturday;1500;0;KS_366;1
Saturday;1500;0;KS_406;1
Saturday;1100;0;KS_344;1
Saturday;1000;0;KS_310;1
Saturday;800;0;KS_336;1
Saturday;800;0;KS_460;1
Saturday;1200;0;KS_333;1
Saturday;1200;0;KS_689;2
Saturday;250;0;KS_319;2
Saturday;950;0;KS_335;1
Saturday;5000;100;KS_545;1
Saturday;5000;100;KS_335;1
Saturday;5000;100;KS_539;2
Saturday;5000;100;KS_487;1
Saturday;5000;100;KS_649;1
Saturday;5000;100;KS_367;1
Sunday;525;0;KS_318;1
Sunday;525;0;KS_366;1
Sunday;3100;0;KS_454;1
Sunday;3100;0;KS_312;1
Sunday;3100;0;KS_310;1
Sunday;2650;700;KS_540;2
Sunday;2650;700;KS_688;1
Sunday;400;0;KS_366;1
Monday;550;0;KS_603;1
Monday;1000;0;KS_407;1
Monday;350;0;KS_369;2
Monday;500;25;KS_645;3
Monday;200;0;KS_337;2
Tuesday;525;0;KS_369;3
Tuesday;100;0;KS_547;1
Tuesday;1500;0;KS_389;1
Wednesday;1750;0;KS_369;10
Wednesday;3750;0;KS_467;1
Wednesday;1500;0;KS_383;1
Wednesday;3250;0;KS_681;1
Wednesday;3250;0;KS_423;1
Thursday;3000;0;KS_332;1
Thursday;3000;0;KS_342;1
Thursday;175;0;KS_491;1
Thursday;18125;0;KS_304;1
Thursday;18125;0;KS_374;1
Thursday;18125;0;KS_414;1
Thursday;18125;0;KS_692;1
Thursday;18125;0;KS_544;2
Thursday;18125;0;KS_546;2
Thursday;18125;0;KS_336;3
Thursday;18125;0;KS_364;1
Thursday;18125;0;KS_318;8
Thursday;18125;0;KS_360;4
Thursday;18125;0;KS_368;1
Thursday;18125;0;KS_330;1
Thursday;18125;0;KS_340;1
Thursday;18125;0;KS_328;2
Thursday;18125;0;KS_702;1
Thursday;18125;0;KS_536;1
Thursday;18125;0;KS_326;3
Thursday;18125;0;KS_586;2
Thursday;18125;0;KS_664;1
Thursday;18125;0;KS_404;1
Thursday;18125;0;KS_366;3
Thursday;18125;0;KS_406;1
Thursday;18125;0;KS_460;1
Thursday;1500;75;KS_582;3
Thursday;1500;75;KS_644;6
Thursday;13200;0;KS_302;1
Thursday;13200;0;KS_370;1
Thursday;13200;0;KS_478;1
Thursday;13200;0;KS_526;3
Thursday;13200;0;KS_652;1
Thursday;13200;0;KS_336;1
Thursday;13200;0;KS_324;2
Thursday;13200;0;KS_318;6
Thursday;13200;0;KS_360;4
Thursday;13200;0;KS_368;1
Thursday;13200;0;KS_330;1
Thursday;13200;0;KS_340;1
Thursday;13200;0;KS_328;2
Thursday;13200;0;KS_614;1
Thursday;13200;0;KS_624;1
Thursday;13200;0;KS_702;1
Thursday;13200;0;KS_604;1
Thursday;13200;0;KS_572;2
Thursday;13200;0;KS_518;1
Thursday;13200;0;KS_536;1
Thursday;13200;0;KS_538;1
Thursday;13200;0;KS_326;1
Thursday;13200;0;KS_582;2
Thursday;13200;0;KS_486;1
Thursday;13200;0;KS_366;1
Thursday;4750;0;KS_711;1
Thursday;4750;0;KS_373;1
Thursday;4750;0;KS_331;1
Thursday;4750;0;KS_571;1
Thursday;4750;0;KS_579;1
Thursday;4750;0;KS_359;1
Thursday;300;0;KS_337;2
Thursday;300;0;KS_329;1
Friday;3450;0;KS_720;1
Friday;3450;0;KS_484;1
Friday;5875;200;KS_398;1
Friday;5875;200;KS_624;1
Friday;5875;200;KS_718;2
Friday;5875;200;KS_666;3
Friday;5875;200;KS_484;1
Friday;4900;0;KS_382;1
Friday;4900;0;KS_594;2
Friday;4900;0;KS_558;2
Friday;4900;0;KS_606;1
Friday;4900;0;KS_312;1
Friday;10300;0;KS_532;2
Friday;10300;0;KS_442;1
Friday;10300;0;KS_468;1
Friday;10300;0;KS_652;6
Friday;10300;0;KS_360;3
Friday;10300;0;KS_368;1
Friday;10300;0;KS_596;1
Friday;10300;0;KS_600;1
Friday;10300;0;KS_538;2
Friday;10300;0;KS_326;1
Friday;10300;0;KS_582;1
Friday;10300;0;KS_308;1
Friday;1000;50;KS_644;6
Friday;1975;0;KS_319;1
Friday;1975;0;KS_307;1
Friday;1975;0;KS_689;1
Friday;1550;0;KS_335;1
Friday;1550;0;KS_343;1
Friday;2550;0;KS_332;1
Friday;2550;0;KS_344;1
Friday;6075;0;KS_496;1
Friday;6075;0;KS_546;1
Friday;6075;0;KS_318;4
Friday;6075;0;KS_368;1
Friday;6075;0;KS_328;1
Friday;6075;0;KS_614;1
Friday;6075;0;KS_326;1
Friday;6075;0;KS_664;1
Friday;6075;0;KS_358;1
Friday;6075;0;KS_308;2
Friday;6075;0;KS_366;3
Friday;6075;0;KS_688;1
Friday;4900;0;KS_386;2
Friday;500;200;KS_688;2
Friday;125;0;KS_655;1
Friday;700;0;KS_605;1
Friday;0;30625;KS_370;6
Friday;0;30625;KS_682;1
Friday;0;30625;KS_388;1
Friday;0;30625;KS_386;1
Friday;0;30625;KS_548;6
Friday;0;30625;KS_320;1
Friday;0;30625;KS_544;6
Friday;0;30625;KS_546;6
Friday;0;30625;KS_652;6
Friday;0;30625;KS_654;6
Friday;0;30625;KS_656;6
Friday;0;30625;KS_318;12
Friday;0;30625;KS_360;6
Friday;0;30625;KS_332;2
Friday;0;30625;KS_328;12
Friday;0;30625;KS_338;12
Friday;0;30625;KS_614;3
Friday;0;30625;KS_718;2
Friday;0;30625;KS_590;1
Friday;0;30625;KS_570;1
Friday;0;30625;KS_604;1
Friday;0;30625;KS_576;1
Friday;0;30625;KS_572;1
Friday;0;30625;KS_606;1
Friday;0;30625;KS_564;1
Friday;0;30625;KS_626;1
Friday;0;30625;KS_690;1
Friday;8300;0;KS_548;1
Friday;8300;0;KS_652;1
Friday;8300;0;KS_336;10
Friday;8300;0;KS_364;6
Friday;8300;0;KS_654;5
Friday;8300;0;KS_318;1
Friday;8300;0;KS_360;5
Friday;8300;0;KS_330;1
Friday;8300;0;KS_340;1
Friday;8300;0;KS_328;1
Friday;8300;0;KS_614;1
Friday;8300;0;KS_600;1
Friday;8300;0;KS_720;1
Friday;8300;0;KS_688;2
Friday;425;0;KS_704;1
Friday;1500;250;KS_680;1
Friday;4450;0;KS_382;1
Friday;4450;0;KS_386;1
Friday;4450;0;KS_548;3
Friday;4450;0;KS_328;1
Friday;4450;0;KS_346;1
Friday;0;196150;KS_355;3
Friday;0;196150;KS_497;3
Friday;0;196150;KS_495;3
Friday;0;196150;KS_381;1
Friday;0;196150;KS_681;13
Friday;0;196150;KS_479;6
Friday;0;196150;KS_387;1
Friday;0;196150;KS_443;1
Friday;0;196150;KS_465;12
Friday;0;196150;KS_551;2
Friday;0;196150;KS_337;5
Friday;0;196150;KS_365;4
Friday;0;196150;KS_369;40
Friday;0;196150;KS_329;2
Friday;0;196150;KS_615;1
Friday;0;196150;KS_719;1
Friday;0;196150;KS_575;1
Friday;0;196150;KS_559;1
Friday;0;196150;KS_713;2
Friday;0;196150;KS_721;2
Friday;0;196150;KS_313;12
Friday;0;196150;KS_311;12
Friday;0;196150;KS_583;20
Friday;0;196150;KS_511;1
Friday;0;196150;KS_485;12
Friday;0;196150;KS_487;2
Friday;0;196150;KS_645;56
Friday;0;196150;KS_649;3
Friday;0;196150;KS_359;7
Friday;0;196150;KS_309;6
Friday;450;0;KS_337;1
Friday;450;0;KS_689;1
Friday;500;0;KS_319;1
Friday;500;0;KS_341;1
Friday;600;0;KS_309;1
Friday;500;0;KS_336;1
Friday;500;0;KS_330;1
Friday;500;0;KS_348;1
Friday;725;0;KS_490;1
Friday;725;0;KS_362;1
Friday;725;0;KS_366;1
Friday;800;0;KS_318;1
Friday;800;0;KS_330;1
Friday;800;0;KS_688;1
Friday;1525;0;KS_342;1
Friday;1525;0;KS_348;1
Friday;1525;0;KS_362;1
Friday;1525;0;KS_688;2
Friday;1375;0;KS_336;1
Friday;1375;0;KS_330;1
Friday;1375;0;KS_612;1
Friday;1375;0;KS_326;1
Friday;600;0;KS_318;1
Friday;600;0;KS_360;2
Friday;600;0;KS_582;1
Friday;325;0;KS_652;1
Friday;325;0;KS_352;1
Friday;325;0;KS_318;1
Friday;1625;0;KS_324;1
Friday;1625;0;KS_484;1
Friday;3175;0;KS_368;5
Friday;3175;0;KS_718;1
Friday;3175;0;KS_626;1
Friday;1400;0;KS_546;3
Friday;1400;0;KS_366;1
Friday;1400;0;KS_688;2
Friday;625;0;KS_546;1
Friday;625;0;KS_318;1
Friday;625;0;KS_366;1
Friday;475;0;KS_348;1
Friday;475;0;KS_366;1
Friday;900;0;KS_336;1
Friday;900;0;KS_486;1
Saturday;975;0;KS_360;4
Saturday;975;0;KS_340;1
Saturday;700;0;KS_370;1
Saturday;1750;0;KS_680;1
Saturday;375;0;KS_636;5
Saturday;250;0;KS_324;2
Saturday;925;0;KS_336;3
Saturday;925;0;KS_324;2
Saturday;925;0;KS_318;3
Saturday;3000;0;KS_304;1
Saturday;3000;0;KS_688;1
Saturday;175;0;KS_369;1
Saturday;775;0;KS_655;1
Saturday;775;0;KS_319;2
Saturday;775;0;KS_367;1
Saturday;1075;0;KS_341;1
Saturday;1075;0;KS_605;1
Saturday;1500;0;KS_485;1
Saturday;500;25;KS_583;3
Saturday;6925;0;KS_372;2
Saturday;6925;0;KS_516;1
Saturday;6925;0;KS_544;2
Saturday;6925;0;KS_324;2
Saturday;6925;0;KS_330;2
Saturday;6925;0;KS_340;1
Saturday;6925;0;KS_584;2
Saturday;6925;0;KS_358;1
Saturday;6925;0;KS_362;1
Saturday;6925;0;KS_366;1
Saturday;6925;0;KS_406;1
Saturday;2250;0;KS_551;1
Saturday;2250;0;KS_409;1
Saturday;2250;0;KS_313;1
Saturday;1000;0;KS_311;1
Saturday;375;0;KS_325;1
Saturday;375;0;KS_319;2
Saturday;1200;0;KS_532;1
Saturday;1200;0;KS_548;2
Saturday;1200;0;KS_688;2
Saturday;350;0;KS_689;1
Saturday;1100;0;KS_676;1
Saturday;400;0;KS_462;1
Monday;375;0;KS_318;3
Monday;1875;0;KS_372;1
Monday;1875;0;KS_572;1
Monday;1875;0;KS_584;1
Monday;4550;0;KS_468;1
Monday;4550;0;KS_536;1
Monday;4550;0;KS_484;1
Monday;200;0;KS_336;2
Monday;750;0;KS_526;10
Monday;775;0;KS_341;1
Monday;775;0;KS_367;1
Monday;1050;0;KS_318;2
Monday;1050;0;KS_366;2
Monday;1300;0;KS_544;1
Monday;1300;0;KS_332;1
Monday;1300;0;KS_688;2
Monday;450;0;KS_328;1
Monday;450;0;KS_688;1
Monday;175;0;KS_369;1
Monday;1150;25;KS_664;1
Monday;1150;25;KS_644;3
Monday;100;0;KS_546;1
Monday;700;0;KS_689;2
Monday;2400;0;KS_309;4
Monday;350;0;KS_369;2
Monday;350;0;KS_689;1
Monday;125;0;KS_339;1
Monday;100;0;KS_329;1
Monday;950;0;KS_549;1
Monday;950;0;KS_333;1
Monday;950;0;KS_689;1
Monday;125;0;KS_657;1
Monday;500;25;KS_583;3
Monday;1050;0;KS_526;1
Monday;1050;0;KS_336;1
Monday;1050;0;KS_340;1
Monday;1050;0;KS_458;1
Monday;900;0;KS_652;5
Monday;900;0;KS_462;1
Monday;525;0;KS_582;3
Monday;800;25;KS_337;3
Monday;800;25;KS_369;3
Monday;1100;0;KS_345;1
Monday;800;0;KS_537;1
Monday;1200;0;KS_318;2
Monday;500;25;KS_644;3
Monday;350;0;KS_336;1
Monday;350;0;KS_324;1
Monday;350;0;KS_318;1
Monday;500;0;KS_546;1
Monday;500;0;KS_336;1
Monday;500;0;KS_318;1
Tuesday;250;0;KS_378;1
Tuesday;1700;0;KS_494;1
Tuesday;1700;0;KS_536;1
Tuesday;350;0;KS_336;1
Tuesday;350;0;KS_324;2
Tuesday;500;0;KS_330;1
Tuesday;500;0;KS_490;1
Tuesday;1550;0;KS_318;2
Tuesday;1550;0;KS_330;4
Tuesday;325;0;KS_636;2
Tuesday;325;0;KS_368;1
Tuesday;2175;0;KS_561;1
Tuesday;2175;0;KS_545;2
Tuesday;2175;0;KS_547;2
Tuesday;2175;0;KS_331;1
Tuesday;2175;0;KS_539;1
Tuesday;1000;0;KS_313;1
Tuesday;1075;0;KS_371;1
Tuesday;1075;0;KS_517;1
Tuesday;250;0;KS_654;1
Tuesday;250;0;KS_338;1
Tuesday;1125;0;KS_324;1
Tuesday;1125;0;KS_330;1
Tuesday;1125;0;KS_584;1
Tuesday;1125;0;KS_688;1
Tuesday;700;0;KS_371;1
Tuesday;1950;0;KS_721;1
Tuesday;1750;0;KS_681;1
Tuesday;125;0;KS_319;1
Tuesday;1575;0;KS_652;1
Tuesday;1575;0;KS_340;1
Tuesday;1575;0;KS_366;1
Tuesday;1575;0;KS_688;2
Tuesday;950;0;KS_343;1
Tuesday;950;0;KS_583;2
Tuesday;350;0;KS_689;1
Tuesday;250;0;KS_652;1
Tuesday;250;0;KS_362;1
Tuesday;1075;0;KS_340;1
Tuesday;1075;0;KS_688;2
Tuesday;600;0;KS_342;1
Tuesday;125;0;KS_324;1
Tuesday;100;0;KS_652;1
Tuesday;125;0;KS_324;1
Wednesday;1500;0;KS_484;1
Wednesday;600;0;KS_309;1
Wednesday;0;2300;KS_304;1
Wednesday;0;2300;KS_326;1
Wednesday;0;2300;KS_688;2
Wednesday;300;0;KS_337;3
Wednesday;400;0;KS_533;1
Wednesday;400;0;KS_329;1
Wednesday;1450;0;KS_368;1
Wednesday;1450;0;KS_332;1
Wednesday;1450;0;KS_342;1
Wednesday;1450;0;KS_582;1
Wednesday;775;0;KS_378;2
Wednesday;775;0;KS_318;1
Wednesday;775;0;KS_360;1
Wednesday;1500;0;KS_540;1
Wednesday;850;0;KS_343;1
Wednesday;850;0;KS_489;1
Wednesday;1225;0;KS_668;2
Wednesday;1225;0;KS_584;1
Wednesday;975;0;KS_549;1
Wednesday;975;0;KS_653;1
Wednesday;975;0;KS_655;1
Wednesday;975;0;KS_319;2
Wednesday;975;0;KS_367;1
Wednesday;500;25;KS_645;3
Wednesday;350;0;KS_689;1
Wednesday;175;0;KS_369;1
Wednesday;500;25;KS_583;3
Wednesday;850;0;KS_576;1
Wednesday;850;0;KS_366;1
Wednesday;600;0;KS_636;2
Wednesday;600;0;KS_668;1
Wednesday;525;0;KS_644;3
Wednesday;400;0;KS_328;1
Wednesday;400;0;KS_572;1
Wednesday;2500;0;KS_336;1
Wednesday;2500;0;KS_318;1
Wednesday;2500;0;KS_350;1
Wednesday;2500;0;KS_358;1
Wednesday;2500;0;KS_688;3
Wednesday;325;0;KS_548;1
Wednesday;325;0;KS_318;1
Wednesday;325;0;KS_328;1
Wednesday;1250;0;KS_304;1
Wednesday;1600;0;KS_536;2
Wednesday;100;0;KS_329;1
Wednesday;525;0;KS_644;3
Wednesday;1200;0;KS_538;1
Wednesday;100;0;KS_328;1
Wednesday;350;0;KS_688;1
Wednesday;200;0;KS_336;2
Wednesday;500;0;KS_336;5
Wednesday;125;0;KS_324;1
Wednesday;150;0;KS_362;1
Wednesday;1750;0;KS_680;1
Thursday;500;25;KS_582;3
Thursday;2525;0;KS_318;1
Thursday;2525;0;KS_332;1
Thursday;2525;0;KS_486;1
Thursday;2525;0;KS_366;1
Thursday;2525;0;KS_688;2
Thursday;1425;0;KS_636;1
Thursday;1425;0;KS_364;1
Thursday;1425;0;KS_340;2
Thursday;1425;0;KS_366;1
Thursday;1100;0;KS_345;1
Thursday;700;0;KS_371;1
Thursday;350;0;KS_369;2
Thursday;600;0;KS_342;1
Thursday;1450;25;KS_335;1
Thursday;1450;25;KS_583;3
Thursday;175;0;KS_325;1
Thursday;5050;250;KS_527;60
Thursday;5050;250;KS_587;1
Thursday;575;0;KS_319;2
Thursday;575;0;KS_331;1
Thursday;400;0;KS_555;1
Thursday;375;0;KS_341;1
Thursday;1100;0;KS_546;1
Thursday;1100;0;KS_318;2
Thursday;1100;0;KS_330;1
Thursday;1100;0;KS_340;1
Thursday;375;0;KS_358;1
Thursday;425;0;KS_560;1
Thursday;425;0;KS_582;1
Thursday;175;0;KS_368;1
Thursday;125;0;KS_319;1
Thursday;800;0;KS_456;1
Thursday;800;0;KS_548;3
Thursday;175;0;KS_368;1
Friday;400;0;KS_366;1
Friday;200;0;KS_546;2
Friday;100;0;KS_336;1
Friday;125;0;KS_318;1
Friday;950;50;KS_310;1
Friday;500;0;KS_336;1
Friday;500;0;KS_366;1
Friday;500;0;KS_368;1
Friday;500;0;KS_330;1
Friday;125;0;KS_318;1
Friday;500;0;KS_333;1
Friday;225;0;KS_339;1
Friday;950;0;KS_655;2
Friday;950;0;KS_319;1
Friday;950;0;KS_583;1
Friday;950;0;KS_367;1
Friday;3000;0;KS_394;2
Friday;1100;0;KS_318;3
Friday;1100;0;KS_330;1
Friday;1100;0;KS_366;1
Friday;700;0;KS_604;1
Friday;550;0;KS_702;1
Friday;3200;0;KS_415;1
Friday;3200;0;KS_635;1
Friday;3200;0;KS_669;1
Friday;1000;50;KS_644;6
Friday;1200;0;KS_538;1
Friday;650;0;KS_330;2
Friday;600;0;KS_661;1
Friday;2600;0;KS_366;4
Friday;250;0;KS_656;1
Friday;250;0;KS_318;1
Friday;525;0;KS_368;3
Friday;575;0;KS_364;1
Friday;575;0;KS_654;2
Friday;575;0;KS_318;1
Friday;125;0;KS_654;1
Friday;3025;25;KS_517;1
Friday;3025;25;KS_379;1
Friday;3025;25;KS_337;2
Friday;3025;25;KS_361;1
Friday;3025;25;KS_615;1
Friday;3025;25;KS_591;1
Friday;3025;25;KS_583;3
Friday;3025;25;KS_585;1
Friday;3025;25;KS_367;1
Friday;2250;0;KS_361;4
Friday;2250;0;KS_349;6
Friday;2250;0;KS_487;1
Friday;2250;0;KS_367;1
Friday;5550;0;KS_638;1
Friday;5550;0;KS_308;2
Friday;5550;0;KS_366;4
Friday;100;0;KS_328;1
Friday;100;0;KS_548;1
Friday;200;0;KS_548;2
Friday;200;0;KS_352;2
Friday;600;0;KS_342;1
Friday;100;0;KS_336;1
Saturday;375;0;KS_340;1
Saturday;1000;50;KS_644;6
Saturday;700;0;KS_688;2
Saturday;225;0;KS_652;1
Saturday;225;0;KS_656;1
Saturday;250;0;KS_692;1
Saturday;350;0;KS_688;1
Saturday;250;0;KS_693;1
Saturday;100;0;KS_653;1
Saturday;100;0;KS_337;1
Saturday;500;0;KS_333;1
Saturday;125;0;KS_319;1
Saturday;100;0;KS_329;1
Saturday;100;0;KS_653;1
Saturday;125;0;KS_339;1
Saturday;500;25;KS_582;3
Saturday;750;0;KS_478;1
Saturday;500;25;KS_582;3
Saturday;350;0;KS_688;1
Saturday;225;0;KS_328;1
Saturday;225;0;KS_338;1
Saturday;525;0;KS_582;3
Saturday;2225;0;KS_360;1
Saturday;2225;0;KS_338;1
Saturday;2225;0;KS_602;1
Saturday;2225;0;KS_712;1
Saturday;2225;0;KS_312;1
Saturday;650;0;KS_665;1
Sunday;350;0;KS_326;1
Sunday;300;0;KS_360;2
Sunday;2075;0;KS_336;3
Sunday;2075;0;KS_568;1
Sunday;2075;0;KS_330;1
Sunday;2075;0;KS_486;1
Sunday;2075;0;KS_366;1
Sunday;725;0;KS_340;1
Sunday;725;0;KS_326;1
Sunday;1125;0;KS_342;1
Sunday;1125;0;KS_668;1
Sunday;1125;0;KS_348;1
Sunday;200;0;KS_336;2
Sunday;1075;0;KS_652;2
Sunday;1075;0;KS_318;1
Sunday;1075;0;KS_326;1
Sunday;1075;0;KS_366;1
Sunday;650;0;KS_330;2
Sunday;1225;0;KS_324;3
Sunday;1225;0;KS_318;1
Sunday;1225;0;KS_330;1
Sunday;1225;0;KS_366;1
Sunday;1850;0;KS_364;4
Sunday;1850;0;KS_326;3
Monday;775;0;KS_338;1
Monday;775;0;KS_664;1
Monday;325;0;KS_330;1
Monday;1100;0;KS_366;1
Monday;1100;0;KS_688;2
Monday;700;0;KS_364;1
Monday;700;0;KS_368;1
Monday;700;0;KS_330;1
Monday;175;0;KS_368;1
Monday;400;0;KS_549;4
Monday;1500;0;KS_635;1
Monday;800;0;KS_543;1
Monday;250;0;KS_319;2
Monday;500;0;KS_333;1
Monday;300;0;KS_636;4
Monday;1500;0;KS_422;1
Monday;300;0;KS_360;2
Monday;1325;50;KS_330;1
Monday;1325;50;KS_644;6
Monday;500;25;KS_582;3
Monday;1075;0;KS_340;1
Monday;1075;0;KS_604;1
Monday;450;0;KS_364;1
Monday;450;0;KS_654;2
Monday;500;0;KS_458;1
Monday;575;0;KS_318;1
Monday;575;0;KS_578;1
Monday;1600;0;KS_586;2
Monday;350;0;KS_688;1
Monday;700;0;KS_371;1
Monday;10200;0;KS_302;1
Monday;10200;0;KS_494;2
Monday;10200;0;KS_604;3
Monday;10200;0;KS_538;2
Monday;10200;0;KS_542;1
Monday;10200;0;KS_540;1
Monday;300;0;KS_652;1
Monday;300;0;KS_364;1
Monday;2700;0;KS_394;1
Monday;2700;0;KS_610;2
Monday;700;0;KS_461;1
Monday;350;0;KS_689;1
Monday;100;0;KS_329;1
Monday;100;0;KS_337;1
Monday;125;0;KS_318;1
Monday;100;0;KS_336;1
Monday;125;0;KS_338;1
Monday;125;0;KS_318;1
Monday;375;0;KS_556;1
Monday;3800;0;KS_398;1
Monday;3800;0;KS_368;3
Monday;3800;0;KS_396;1
Monday;3800;0;KS_542;1
Monday;3800;0;KS_938;1
Monday;3800;0;KS_460;1
Monday;850;25;KS_644;3
Monday;850;25;KS_688;1
Monday;700;0;KS_370;1
Monday;325;0;KS_330;1
Monday;100;0;KS_652;1
Monday;250;0;KS_336;2
Tuesday;875;0;KS_560;1
Tuesday;875;0;KS_324;1
Tuesday;875;0;KS_318;1
Tuesday;875;0;KS_340;1
Tuesday;125;0;KS_338;1
Tuesday;825;25;KS_330;1
Tuesday;825;25;KS_644;3
Tuesday;1000;0;KS_310;1
Tuesday;800;0;KS_536;1
Tuesday;350;0;KS_688;1
Wednesday;1600;0;KS_336;10
Wednesday;1600;0;KS_488;1
Wednesday;1600;0;KS_688;1
Wednesday;400;0;KS_366;1
Wednesday;175;0;KS_368;1
Wednesday;325;0;KS_330;1
Wednesday;350;0;KS_364;1
Wednesday;350;0;KS_360;1
Wednesday;1300;0;KS_398;1
Wednesday;1300;0;KS_610;1
Wednesday;3250;0;KS_469;1
Wednesday;3250;0;KS_651;1
Wednesday;350;0;KS_369;2
Wednesday;500;0;KS_333;1
Wednesday;200;0;KS_337;2
Wednesday;525;0;KS_319;1
Wednesday;525;0;KS_367;1
Wednesday;550;0;KS_607;1
Wednesday;600;0;KS_610;1
Wednesday;125;0;KS_318;1
Wednesday;400;0;KS_367;1
Wednesday;600;0;KS_343;1
Wednesday;3700;0;KS_364;4
Wednesday;3700;0;KS_332;2
Wednesday;1450;0;KS_690;1
Wednesday;1450;0;KS_690;1
Wednesday;1775;0;KS_338;1
Wednesday;1775;0;KS_712;1
Wednesday;1775;0;KS_538;1
